Id,OV,Item OV,Id Contrato,Tipo,Data de criaчуo,Quantidade,Valor,Requisiчуo de compra,Id Mot. Rec.,Id Centro,Id Local Exp.,Id UF Origem,Id Origem,Id Cliente,Id UF Destino,Id Destino,Id Itinerсrio,Id Grupo Merc.,Id Produto
5558,114198129,30,"2492,0",Venda Estoque,2023-08-03,"8610,0","36592,5",,,2171,2171,MT,"9,0",1070319,MT,182,,B1260,155987
5559,114198138,50,"2789,0",Venda Estoque,2023-08-16,"13695,0","49986,75",,,2171,2171,MT,"9,0",1063064,MT,103,,B1260,155987
5560,114198145,40,"3478,0",Venda Estoque,2023-08-24,"2325,0","8835,0",,,2171,2171,MT,"9,0",1925045,MT,233,,B1260,155987
5561,114202954,10,"5619,0",Venda Estoque,2024-01-29,"23000,0","190210,0",,,2171,2171,MT,"9,0",1062642,MT,73,,B1260,156170
5562,114202969,10,"6062,0",Venda Estoque,2024-01-29,"1500,0","11850,0",,,2171,2171,MT,"9,0",1213663,MT,31,,B1260,156965
5563,114203464,10,"6061,0",Venda Estoque,2024-01-29,"400,0","3600,0",,,2165,2165,MA,"5,0",1919075,BA,10,AA3943,B1260,156005
5564,114203929,20,"6054,0",Venda Estoque,2024-01-24,"1000,0","10700,0",,,2171,2171,MT,"9,0",1443629,MT,238,,B1260,155992
5565,114203940,10,"5714,0",Venda Estoque,2024-01-24,"1500,0","16995,0",,,2171,2171,MT,"9,0",2050910,MT,69,AB3838,B1260,155992
5566,114203974,10,"5824,0",Venda Estoque,2024-01-29,"3000,0","42870,0",,,2171,2171,MT,"9,0",1652836,MT,17,,B1260,156070
5567,114204050,10,"5928,0",Venda Estoque,2024-01-29,"4500,0","24300,0",,,2167,2167,TO,"8,0",2013118,TO,2,AA4179,B1260,156002
5568,114204203,10,"5827,0",Venda Estoque,2024-01-29,"1000,0","5000,0",,,2171,2171,MT,"9,0",1129569,MT,32,,B1260,156819
5569,114204219,10,"5932,0",Venda Estoque,2024-01-29,"3500,0","55860,0",,00,2171,2171,MT,"9,0",1003015,MT,17,AA8265,B1260,156070
5570,114204505,10,"4713,0",Venda Estoque,2023-12-20,"1087,15","2312502,86",,,2171,JF60,MT,"13,0",1424961,MT,17,AA6915,B1450,156370
5571,114204539,10,"5540,0",Venda р Ordem BR,2024-01-29,"75,0","36375,0",,B5,2167,JS26,GO,"26,0",1652991,TO,254,AA4172,01000,156664
5572,114204539,20,"5541,0",Venda р Ordem BR,2024-01-29,"75,0","36375,0",,B5,2167,JS26,GO,"26,0",1652991,TO,254,AA4172,01000,156678
