Id,Contrato Venda,Item Contrato,Pedido SalesForce,Tipo,Data de criação,Data Início Entrega,Data Fim Entrega,Quantidade,Valor,Moeda,Incoterms,Id Mot. Rec.,Id Centro,Id Local Exp.,Id UF Origem,Id Origem,Id Cliente,Id UF Destino,Id Destino,Id Itinerário,Id Grupo Merc.,Id Produto
1,40011203,10,00000108,Contrato Vend Origeo,31/01/2023,,,"2600,0","1976840,24",USD,CIF,,2165,JF11,BA,,2309558,BA,11,AA3725,B1450,153613
2,40011204,10,00000109,Contrato Vend Origeo,31/01/2023,,,"500,0","380161,58",USD,CIF,,2165,JF11,BA,,1896985,BA,53,AA3717,B1450,153613
3,40011205,20,00000112,Contrato Vend Origeo,17/02/2023,,,"45,0","33750,0",USD,CIF,,2166,JF14,MA,"1,0",2312304,MA,54,,B1450,153654
4,40011205,10,00000112,Contrato Vend Origeo,17/02/2023,,,"45,0","27000,0",USD,CIF,,2166,JF14,MA,"1,0",2312304,MA,54,AA3835,B1450,155104
5,40011206,10,00000118,Contrato Vend Origeo,22/03/2023,,,"233,0","130154,07",USD,FOB,A2,2167,JF05,MA,"1,0",2091089,TO,2,AA3823,B1450,153482
6,40011207,10,00000116,Contrato Vend Origeo,22/03/2023,,,"233,0","130154,07",USD,FOB,A2,2167,JF05,MA,"1,0",2052300,TO,2,AA3823,B1450,153482
7,40011208,10,00000115,Contrato Vend Origeo,22/03/2023,,,"233,0","130154,07",USD,FOB,A2,2167,JF05,MA,"1,0",2307180,TO,2,AA3823,B1450,153482
8,40011209,10,00000118,Contrato Vend Origeo,22/03/2023,,,"233,0","130154,07",USD,FOB,A2,2167,JF05,MA,"1,0",2091089,TO,2,AA3823,B1450,153482
9,40011210,10,00000120,Contrato Vend Origeo,22/03/2023,,,"233,0","130154,07",USD,FOB,A2,2167,JF05,MA,"1,0",2286539,TO,2,AA3823,B1450,153482
10,40011211,10,00000121,Contrato Vend Origeo,22/03/2023,,,"600,0","335160,68",USD,FOB,A2,2167,JF05,MA,"1,0",2050774,TO,2,AA3823,B1450,153482
11,40011212,10,00000124,Contrato Vend Origeo,31/03/2023,,,"719,93","424758,7",USD,FOB,,2166,JF05,MA,"1,0",1139022,MA,6,AA6606,B1450,153389
12,40011213,10,00000131,Contrato Vend Origeo,04/04/2023,,,"233,0","106248,0",USD,FOB,,2167,JF05,MA,"1,0",2307180,TO,2,AA3823,B1450,153389
13,40011214,10,00000137,Contrato Vend Origeo,05/04/2023,,,"1300,0","821730,0",USD,CIF,,2167,JF15,TO,"2,0",1595249,TO,55,AA6561,B1450,153482
14,40011215,10,PEDIDO 227,Contrato Vend Origeo,19/04/2023,,,"114,0","71248,86",USD,CIF,,2165,JF02,BA,"3,0",2324872,BA,12,AA3722,B1450,153389
15,40011216,10,00000158,Contrato Vend Origeo,02/05/2023,,,"950,0","2569726,25",BRL,CIF,,2165,JF28,MT,"4,0",1000134,BA,56,AA7572,B1450,156461
16,40011306,20,00000111,Contrato Vend Origeo,17/02/2023,,,"454,0","276739,11",USD,CIF,A2,2166,JF14,MA,"1,0",2141217,MA,57,AA3835,B1450,153482
17,40011306,10,00000111,Contrato Vend Origeo,17/02/2023,,,"489,0","362006,1",USD,CIF,A2,2166,JF14,MA,"1,0",2141217,MA,57,AA3835,B1450,153654
18,40011307,10,00000114,Contrato Vend Origeo,06/03/2023,,,"900,0","619355,51",USD,FOB,A2,2166,JF08,MA,"1,0",1002238,MA,6,AA3768,B1450,153654
19,40011308,10,00000114,Contrato Vend Origeo,06/03/2023,,,"900,0","619355,51",USD,FOB,,2166,JF08,MA,"1,0",1002238,MA,6,AA3768,B1450,153654
20,40011309,10,00000115,Contrato Vend Origeo,22/03/2023,,,"233,0","130154,07",USD,FOB,A2,2167,JF05,MA,"1,0",2307180,TO,2,AA3823,B1450,153482
21,40011310,10,00000117,Contrato Vend Origeo,22/03/2023,,,"600,0","335160,68",USD,FOB,A2,2167,JF05,MA,"1,0",1610091,TO,2,AA3823,B1450,153482
22,40011311,10,00000122,Contrato Vend Origeo,22/03/2023,,,"235,0","131271,27",USD,FOB,A2,2167,JF05,MA,"1,0",2307225,TO,2,AA3823,B1450,153482
23,40011312,10,00000117,Contrato Vend Origeo,22/03/2023,,,"600,0","335160,68",USD,FOB,A2,2167,JF05,MA,"1,0",1610091,TO,2,AA3823,B1450,153482
24,40011313,10,00000119,Contrato Vend Origeo,22/03/2023,,,"233,0","130154,07",USD,FOB,A2,2167,JF05,MA,"1,0",2091105,TO,2,AA3823,B1450,153482
25,40011314,10,00000122,Contrato Vend Origeo,22/03/2023,,,"235,0","131271,27",USD,FOB,A2,2167,JF05,MA,"1,0",2307225,TO,2,AA3823,B1450,153482
26,40011315,60,00000147,Contrato Vend Origeo,26/04/2023,,,"3500,0","42245,0",USD,CIF,A2,2165,2165,MA,"5,0",1004001,BA,53,,B1260,155988
27,40011315,10,00000147,Contrato Vend Origeo,26/04/2023,,,"1480,0","8199,2",USD,CIF,A2,2165,2165,MA,"5,0",1004001,BA,53,,B1260,155989
28,40011315,40,00000147,Contrato Vend Origeo,26/04/2023,,,"2000,0","28620,0",USD,CIF,A2,2165,2165,MA,"5,0",1004001,BA,53,,B1260,155992
29,40011315,50,00000147,Contrato Vend Origeo,26/04/2023,,,"400,0","1632,0",USD,CIF,A2,2165,2165,MA,"5,0",1004001,BA,53,,B1260,156004
30,40011315,20,00000147,Contrato Vend Origeo,26/04/2023,,,"300,0","10260,0",USD,CIF,A2,2165,2165,MA,"5,0",1004001,BA,53,,B1260,156007
31,40011315,80,00000147,Contrato Vend Origeo,26/04/2023,,,"260,0","2550,6",USD,CIF,A2,2165,2165,MA,"5,0",1004001,BA,53,,B1260,156015
32,40011315,30,00000147,Contrato Vend Origeo,26/04/2023,,,"500,0","6369,63",USD,CIF,A2,2165,2165,MA,"5,0",1004001,BA,53,,B1260,156031
33,40011315,70,00000147,Contrato Vend Origeo,26/04/2023,,,"4000,0","52360,0",USD,CIF,A2,2165,2165,MA,"5,0",1004001,BA,53,,B1260,156170
34,40011316,10,00000149,Contrato Vend Origeo,26/04/2023,,,"2200,0","35200,0",USD,FOB,30,2166,2166,MA,"6,0",1198852,MA,58,,B1260,156070
35,40011317,10,00000160,Contrato Vend Origeo,05/05/2023,,,"1000,0","759500,0",USD,CIF,B8,2167,JF14,MA,"1,0",2137605,TO,59,AA6605,B1450,156262
36,40011403,10,00000110,Contrato Vend Origeo,01/02/2023,,,"2100,0","1596678,65",USD,CIF,A2,2165,JF11,BA,,1000836,BA,56,AA3742,B1450,153613
37,40011501,10,00000110,Contrato Vend Origeo,01/02/2023,,,"2100,0","1596678,65",USD,CIF,,2165,JF11,BA,,1000836,BA,56,AA3742,B1450,153613
38,40011502,20,00000111,Contrato Vend Origeo,17/02/2023,,,"454,0","276739,11",USD,CIF,,2166,JF14,MA,"1,0",2141217,MA,57,AA3835,B1450,153482
39,40011502,10,00000111,Contrato Vend Origeo,17/02/2023,,,"489,0","362006,1",USD,CIF,,2166,JF14,MA,"1,0",2141217,MA,57,AA3835,B1450,153654
40,40011503,10,BER Nº4,Contrato Vend Origeo,02/03/2023,,,"400,0","4862004,0",BRL,CIF,A2,2166,JS03,PI,"7,0",1002690,MA,60,AA0075,01000,155538
41,40011504,10,BER nº5,Contrato Vend Origeo,02/03/2023,,,"200,0","2431002,0",BRL,CIF,A2,2166,JS03,PI,"7,0",1002690,MA,60,AA0075,01000,155538
42,40011505,10,BER Nº6,Contrato Vend Origeo,02/03/2023,,,"330,0","4011153,3",BRL,CIF,A2,2166,JS03,PI,"7,0",1002690,MA,60,AA0075,01000,155538
43,40011506,10,00000133,Contrato Vend Origeo,04/04/2023,,,"233,0","106248,0",USD,FOB,,2167,JF05,MA,"1,0",2052300,TO,2,AA3823,B1450,153389
44,40011507,10,00000132,Contrato Vend Origeo,04/04/2023,,,"600,0","273600,0",USD,FOB,A2,2167,JF05,MA,"1,0",2050774,TO,2,AA3823,B1450,153389
45,40011508,10,00000139,Contrato Vend Origeo,13/04/2023,,,"180,0","35098,2",BRL,FOB,,2167,2167,TO,"8,0",2322774,TO,61,,B1260,156018
46,40011509,10,00000155,Contrato Vend Origeo,26/04/2023,,,"410,0","238133,18",USD,CIF,,2165,JF02,BA,"3,0",1005651,BA,21,AA3698,B1450,155104
47,40011510,60,00000146,Contrato Vend Origeo,26/04/2023,,,"1800,0","25560,0",USD,CIF,30,2165,2165,MA,"5,0",1001258,BA,53,,B1260,155992
48,40011510,50,00000146,Contrato Vend Origeo,26/04/2023,,,"1800,0","17640,0",USD,CIF,30,2165,2165,MA,"5,0",1001258,BA,53,,B1260,155997
49,40011510,40,00000146,Contrato Vend Origeo,26/04/2023,,,"360,0","11880,0",USD,CIF,30,2165,2165,MA,"5,0",1001258,BA,53,,B1260,156007
50,40011510,30,00000146,Contrato Vend Origeo,26/04/2023,,,"240,0","2388,0",USD,CIF,30,2165,2165,MA,"5,0",1001258,BA,53,,B1260,156015
51,40011510,10,00000146,Contrato Vend Origeo,26/04/2023,,,"240,0","7968,0",USD,CIF,30,2165,2165,MA,"5,0",1001258,BA,53,,B1260,156024
52,40011510,20,00000146,Contrato Vend Origeo,26/04/2023,,,"1180,0","6230,43",USD,CIF,30,2165,2165,MA,"5,0",1001258,BA,53,,B1260,156034
53,40011510,70,00000146,Contrato Vend Origeo,26/04/2023,,,"3600,0","47520,0",USD,CIF,30,2165,2165,MA,"5,0",1001258,BA,53,,B1260,156170
54,40011511,10,00000154,Contrato Vend Origeo,27/04/2023,,,"479,0","172440,9",USD,CIF,,2165,JF02,BA,"3,0",1005651,BA,21,AA3698,B1450,155103
55,40011512,10,OR208,Contrato Vend Origeo,08/05/2023,,,"500,0","2650,0",USD,CIF,,2171,2171,MT,"9,0",2013104,MT,32,AA7700,B1260,156047
56,40011601,10,00000113,Contrato Vend Origeo,03/03/2023,,,"32,0","18972,72",USD,FOB,,2166,JF14,MA,"1,0",2282779,MA,62,AA3825,B1450,155104
57,40011601,20,00000113,Contrato Vend Origeo,03/03/2023,,,"32,0","15088,0",USD,FOB,,2166,JF14,MA,"1,0",2282779,MA,62,AA3825,B1450,156087
58,40011602,10,00000116,Contrato Vend Origeo,22/03/2023,,,"233,0","130154,07",USD,FOB,A2,2167,JF05,MA,"1,0",2052300,TO,2,AA3823,B1450,153482
59,40011603,10,00000121,Contrato Vend Origeo,22/03/2023,,,"600,0","335160,68",USD,FOB,A2,2167,JF05,MA,"1,0",2050774,TO,2,AA3823,B1450,153482
60,40011604,10,00000123,Contrato Vend Origeo,28/03/2023,,,"510,0","376350,17",USD,CIF,,2167,JF08,MA,"1,0",2015480,TO,2,AA3823,B1450,153654
61,40011605,10,00000138,Contrato Vend Origeo,10/04/2023,,,"33000,0","142560,0",USD,CIF,,2165,2165,MA,"5,0",1000748,PI,63,AA6618,B1260,155987
62,40011606,10,00000141,Contrato Vend Origeo,18/04/2023,,,"20000,0","280000,0",USD,CIF,,2165,2165,MA,"5,0",1002038,BA,10,,B1260,156005
63,40011607,10,00000166,Contrato Vend Origeo,12/05/2023,,,"47,0","447156,59",BRL,CIF,,2167,JS48,BA,"10,0",2050475,TO,64,,01000,155592
64,40011701,10,00000119,Contrato Vend Origeo,22/03/2023,,,"233,0","130154,07",USD,FOB,A2,2167,JF05,MA,"1,0",2091105,TO,2,AA3823,B1450,153482
65,40011702,10,00000120,Contrato Vend Origeo,22/03/2023,,,"233,0","130154,07",USD,FOB,A2,2167,JF05,MA,"1,0",2286539,TO,2,AA3823,B1450,153482
66,40011703,10,00000136,Contrato Vend Origeo,05/04/2023,,,"1110,0","863140,5",USD,CIF,A0,2165,JF02,BA,"3,0",1002466,BA,53,AA3742,B1450,153654
67,40011703,20,00000136,Contrato Vend Origeo,05/04/2023,,,"300,0","175680,91",USD,CIF,A0,2165,JF02,BA,"3,0",1002466,BA,53,AA3742,B1450,155104
68,40011801,10,00000134,Contrato Vend Origeo,04/04/2023,,,"235,0","107160,0",USD,FOB,,2167,JF05,MA,"1,0",2307225,TO,2,AA3823,B1450,153389
69,40011802,10,00000129,Contrato Vend Origeo,04/04/2023,,,"233,0","106248,0",USD,FOB,,2167,JF05,MA,"1,0",2091089,TO,2,AA3823,B1450,153389
70,40011803,10,00000135,Contrato Vend Origeo,04/04/2023,,,"180,0","35100,0",BRL,CIF,A2,2167,2167,TO,"8,0",2322294,TO,55,AA4162,B1260,156018
71,40011804,10,00000130,Contrato Vend Origeo,04/04/2023,,,"233,0","106248,0",USD,FOB,,2167,JF05,MA,"1,0",2286539,TO,2,AA3823,B1450,153389
72,40011805,10,00000127,Contrato Vend Origeo,04/04/2023,,,"600,0","273600,0",USD,FOB,,2167,JF05,MA,"1,0",1610091,TO,2,AA3823,B1450,153389
73,40011806,10,00000128,Contrato Vend Origeo,04/04/2023,,,"233,0","106248,0",USD,FOB,,2167,JF05,MA,"1,0",2091105,TO,2,AA3823,B1450,153389
74,40011807,10,00000140,Contrato Vend Origeo,17/04/2023,,,"1800,0","9158,4",USD,CIF,,2167,2167,TO,"8,0",1437516,PI,65,,B1260,155987
75,40011808,10,00000145,Contrato Vend Origeo,18/04/2023,,,"120,0","71999,22",USD,CIF,A2,2165,JF02,BA,"3,0",1714729,BA,12,AA3722,B1450,153389
76,40011809,10,00000151,Contrato Vend Origeo,26/04/2023,,,"155,0","96720,5",USD,CIF,,2165,JF27,BA,"11,0",1005092,BA,11,AA6601,B1450,153482
77,40011810,10,00000152,Contrato Vend Origeo,26/04/2023,,,"155,0","96720,5",USD,CIF,,2165,JF27,BA,"11,0",1000544,BA,11,AA6602,B1450,153482
78,40011811,10,00000161,Contrato Vend Origeo,03/05/2023,,,"4155,0","24015,9",USD,CIF,,2167,2167,TO,"8,0",2326573,TO,66,,B1260,155987
79,40011811,20,00000161,Contrato Vend Origeo,03/05/2023,,,"260,0","2984,8",USD,CIF,,2167,2167,TO,"8,0",2326573,TO,66,,B1260,155997
80,40011812,10,00000162,Contrato Vend Origeo,05/05/2023,,,"600,0","335160,0",USD,CIF,,2167,JF05,MA,"1,0",2307182,TO,2,AA3823,B1450,153389
81,40011901,10,00000148,Contrato Vend Origeo,26/04/2023,,,"447,0","258454,35",USD,FOB,,2166,JF14,MA,"1,0",2280087,MA,57,AA3835,B1450,153482
82,40011902,10,00000153,Contrato Vend Origeo,26/04/2023,,,"155,0","96721,99",USD,CIF,,2165,JF27,BA,"11,0",1983526,BA,11,AA6603,B1450,153482
83,40011903,10,00000159,Contrato Vend Origeo,03/05/2023,,,"1000,0","501760,0",USD,CIF,B8,2167,JF14,MA,"1,0",2313906,TO,61,AA6604,B1450,156281
84,40011904,10,00000157,Contrato Vend Origeo,03/05/2023,,,"2000,0","34000,0",USD,CIF,,2165,2165,MA,"5,0",1430410,BA,10,,B1260,156005
85,40011905,10,00000164,Contrato Vend Origeo,11/05/2023,,,"114,0","68400,36",USD,CIF,30,2165,JF02,BA,"3,0",2324872,BA,12,AA3750,B1450,153389
86,40012001,10,OR230,Contrato Vend Origeo,15/05/2023,,,"1900,0","9120,0",USD,CIF,,2171,2171,MT,"9,0",1002140,MT,17,,B1260,156047
87,40012002,10,OR231,Contrato Vend Origeo,15/05/2023,,,"900,0","4320,0",USD,CIF,,2171,2171,MT,"9,0",1002140,MT,17,,B1260,156047
88,40012003,10,OR203,Contrato Vend Origeo,15/05/2023,,,"300,0","3600,0",USD,CIF,,2171,2171,MT,"9,0",2109221,MT,19,AA7925,B1260,155992
89,40012004,10,OR215,Contrato Vend Origeo,01/06/2023,,,"120,0","1296,0",USD,CIF,,2171,2171,MT,"9,0",1002888,MT,32,AA7700,B1260,156165
90,40012005,10,00000187,Contrato Vend Origeo,07/06/2023,,,"400,0","4440,0",USD,FOB,,2165,2165,MA,"5,0",1001892,BA,67,AA3941,B1260,155997
91,40012006,10,00000182,Contrato Vend Origeo,12/06/2023,,,"1000,0","506405,2",USD,FOB,,2167,JF14,MA,"1,0",2313906,TO,61,AA6604,B1450,156281
92,40012007,10,00000194,Contrato Vend Origeo,19/06/2023,,,"735,0","3160,5",USD,CIF,,2167,2167,TO,"8,0",2331121,TO,68,AB1297,B1260,155987
93,40012007,20,00000194,Contrato Vend Origeo,19/06/2023,,,"1000,0","12750,0",USD,CIF,,2167,2167,TO,"8,0",2331121,TO,68,AB1297,B1260,155988
94,40012007,30,00000194,Contrato Vend Origeo,19/06/2023,,,"140,0","4550,0",USD,CIF,32,2167,2167,TO,"8,0",2331121,TO,68,AB1297,B1260,156007
95,40012007,40,00000194,Contrato Vend Origeo,19/06/2023,,,"140,0","4550,0",USD,CIF,,2167,2167,TO,"8,0",2331121,TO,68,AB1297,B1260,156018
96,40012008,10,PEDIDO 0124/SS,Contrato Vend Origeo,26/06/2023,,,"12,0","133202,28",BRL,CIF,,2165,JS17,BA,"12,0",1005651,BA,21,AA8274,01000,156423
97,40012009,10,PEDIDO 0256OR,Contrato Vend Origeo,26/06/2023,,,"700,0","288122,35",USD,CIF,,2171,JF28,MT,"4,0",2323421,MT,32,AA6978,B1450,156087
98,40012010,10,PEDIDO 0257OR,Contrato Vend Origeo,26/06/2023,,,"2169,0","892767,69",USD,CIF,,2171,JF28,MT,"4,0",1004364,MT,69,AA7014,B1450,156087
99,40012011,20,PEDIDO 0295OR,Contrato Vend Origeo,27/06/2023,,,"1508,0","538706,63",USD,CIF,,2171,JF16,MT,"13,0",2306200,MT,70,AA6907,B1450,153506
100,40012011,10,PEDIDO 0295OR,Contrato Vend Origeo,27/06/2023,,,"1508,0","538706,63",USD,CIF,A2,2171,JF16,MT,"13,0",2306200,MT,70,AA6907,B1450,153507
101,40012012,10,OR259,Contrato Vend Origeo,28/06/2023,,,"6800,0","75412,0",USD,CIF,,2166,2166,MA,"6,0",2308844,MA,58,AA4103,B1260,155992
102,40012013,10,OR260,Contrato Vend Origeo,28/06/2023,,,"11900,0","116134,48",USD,CIF,,2167,2167,TO,"8,0",1573194,PI,71,AA4117,B1260,155992
103,40012013,20,OR260,Contrato Vend Origeo,28/06/2023,,,"3000,0","70488,0",USD,CIF,,2167,2167,TO,"8,0",1573194,PI,71,AA4117,B1260,156007
104,40012014,10,OR141,Contrato Vend Origeo,28/06/2023,,,"30000,0","360000,0",USD,CIF,,2171,2171,MT,"9,0",1422679,MT,72,,B1260,155992
105,40012014,40,OR141,Contrato Vend Origeo,28/06/2023,,,"15000,0","72000,0",USD,CIF,,2171,2171,MT,"9,0",1422679,MT,72,,B1260,156047
106,40012014,20,OR141,Contrato Vend Origeo,28/06/2023,,,"30000,0","330000,0",USD,CIF,,2171,2171,MT,"9,0",1422679,MT,72,,B1260,156067
107,40012014,30,OR141,Contrato Vend Origeo,28/06/2023,,,"8000,0","206000,0",USD,CIF,,2171,2171,MT,"9,0",1422679,MT,72,,B1260,156071
108,40012015,20,Pedido 0320OR,Contrato Vend Origeo,28/06/2023,,,"599,76","270160,22",USD,CIF,,2167,2167,TO,"8,0",1595249,TO,55,AA4162,B1450,153389
109,40012015,10,Pedido 0320OR,Contrato Vend Origeo,28/06/2023,,,"600,0","270268,32",USD,CIF,32,2167,2167,TO,"8,0",1595249,TO,55,AA4162,B1450,156233
110,40012016,10,OR142-1,Contrato Vend Origeo,28/06/2023,,,"51000,0","204000,0",USD,CIF,,2171,2171,MT,"9,0",1062642,MT,73,,B1260,155987
111,40012017,10,OR142-2,Contrato Vend Origeo,28/06/2023,,,"8000,0","206000,0",USD,CIF,,2171,2171,MT,"9,0",1062642,MT,73,,B1260,156071
112,40012018,20,Pedido 0218OR,Contrato Vend Origeo,28/06/2023,,,"396,0","177421,6",USD,CIF,,2165,JF02,BA,"3,0",1002466,BA,53,AA3742,B1450,153390
113,40012018,10,Pedido 0218OR,Contrato Vend Origeo,28/06/2023,,,"1110,0","871665,34",USD,CIF,,2165,JF02,BA,"3,0",1002466,BA,53,AA3742,B1450,153654
114,40012019,10,OR248,Contrato Vend Origeo,28/06/2023,,,"240,0","15840,0",BRL,CIF,,2167,2167,TO,"8,0",2334535,PI,74,AB4716,B1260,155978
115,40012019,30,OR248,Contrato Vend Origeo,28/06/2023,,,"480,0","78144,0",BRL,CIF,,2167,2167,TO,"8,0",2334535,PI,74,AB4716,B1260,156007
116,40012019,20,OR248,Contrato Vend Origeo,28/06/2023,,,"600,0","15998,4",BRL,CIF,,2167,2167,TO,"8,0",2334535,PI,74,AB4716,B1260,156034
117,40012020,10,Pedido 0269OR,Contrato Vend Origeo,28/06/2023,,,"300,0","110400,0",USD,CIF,,2167,JF05,MA,"1,0",2325995,TO,75,AB2115,B1450,153511
118,40012021,10,Pedido 0326OR,Contrato Vend Origeo,28/06/2023,,,"340,0","168196,03",USD,CIF,A0,2167,JF05,MA,"1,0",1441888,TO,76,AA3812,B1450,155393
119,40012022,10,Pedido 0310OR,Contrato Vend Origeo,28/06/2023,,,"250,0","612505,0",BRL,CIF,,2171,JF16,MT,"13,0",1685181,MT,77,,B1450,155242
120,40012023,40,OR282,Contrato Vend Origeo,30/06/2023,,,"200,0","1430,81",USD,CIF,,2171,2171,MT,"9,0",1799187,MT,78,AB4199,B1260,155986
121,40012023,10,OR282,Contrato Vend Origeo,30/06/2023,,,"200,0","2205,02",USD,CIF,,2171,2171,MT,"9,0",1799187,MT,78,AB4199,B1260,156031
122,40012023,20,OR282,Contrato Vend Origeo,30/06/2023,,,"200,0","1056,45",USD,CIF,,2171,2171,MT,"9,0",1799187,MT,78,AB4199,B1260,156033
123,40012023,30,OR282,Contrato Vend Origeo,30/06/2023,,,"200,0","944,73",USD,CIF,,2171,2171,MT,"9,0",1799187,MT,78,AB4199,B1260,156036
124,40012024,10,OR256,Contrato Vend Origeo,30/06/2023,,,"4800,0","28800,0",USD,CIF,,2171,2171,MT,"9,0",1423165,MT,72,AB3840,B1260,156047
125,40012025,10,Pedido 0311OR,Contrato Vend Origeo,30/06/2023,,,"50,0","112210,92",BRL,CIF,,2171,JF28,MT,"4,0",1685181,MT,77,,B1450,156689
126,40012026,30,OR247,Contrato Vend Origeo,30/06/2023,,,"9600,0","49248,0",USD,CIF,,2166,2166,MA,"6,0",1154887,MA,79,AB4967,B1260,155987
127,40012026,10,OR247,Contrato Vend Origeo,30/06/2023,,,"6200,0","84692,0",USD,CIF,,2166,2166,MA,"6,0",1154887,MA,79,AB4967,B1260,155992
128,40012026,40,OR247,Contrato Vend Origeo,30/06/2023,,,"200,0","3232,0",USD,CIF,,2166,2166,MA,"6,0",1154887,MA,79,AB4967,B1260,156031
129,40012026,20,OR247,Contrato Vend Origeo,30/06/2023,,,"6000,0","82740,0",USD,CIF,,2166,2166,MA,"6,0",1154887,MA,79,AB4967,B1260,156170
130,40012026,50,OR247,Contrato Vend Origeo,30/06/2023,,,"9000,0","46170,0",USD,CIF,,2166,2166,MA,"6,0",1154887,MA,79,,B1260,156908
131,40012027,20,OR132,Contrato Vend Origeo,30/06/2023,,,"60,0","382,2",USD,CIF,,2166,2166,MA,"6,0",1090975,MA,6,AA4021,B1260,156033
132,40012027,10,OR132,Contrato Vend Origeo,30/06/2023,,,"12600,0","182132,26",USD,CIF,,2166,2166,MA,"6,0",1090975,MA,6,AA4021,B1260,156170
133,40012028,10,OR275,Contrato Vend Origeo,30/06/2023,,,"100,0","3396,0",USD,CIF,,2171,2171,MT,"9,0",1893631,MT,31,AB0392,B1260,156007
134,40012029,20,OR281,Contrato Vend Origeo,30/06/2023,,,"180,0","961,2",USD,CIF,,2167,2167,TO,"8,0",1750692,TO,80,AA4119,B1260,155987
135,40012029,10,OR281,Contrato Vend Origeo,30/06/2023,,,"180,0","961,2",USD,CIF,A2,2167,2167,TO,"8,0",1750692,TO,80,AA4119,B1260,156017
136,40012030,10,OR280,Contrato Vend Origeo,30/06/2023,,,"5000,0","69250,0",USD,CIF,,2171,2171,MT,"9,0",1169567,MT,31,AB0392,B1260,155992
137,40012031,10,PEDIDO 0342OR,Contrato Vend Origeo,30/06/2023,,,"212,0","149380,66",USD,CIF,,2171,JF16,MT,"13,0",2335744,MT,81,AA6927,B1450,153654
138,40012032,60,00000147,Contrato Vend Origeo,30/06/2023,,,"3500,0","42245,0",USD,CIF,,2165,2165,MA,"5,0",1004001,BA,53,AA3952,B1260,155988
139,40012032,10,00000147,Contrato Vend Origeo,30/06/2023,,,"1480,0","8199,2",USD,CIF,,2165,2165,MA,"5,0",1004001,BA,53,AA3952,B1260,155989
140,40012032,40,00000147,Contrato Vend Origeo,30/06/2023,,,"2000,0","28620,0",USD,CIF,,2165,2165,MA,"5,0",1004001,BA,53,AA3952,B1260,155992
141,40012032,50,00000147,Contrato Vend Origeo,30/06/2023,,,"400,0","1632,0",USD,CIF,,2165,2165,MA,"5,0",1004001,BA,53,AA3952,B1260,156004
142,40012032,20,00000147,Contrato Vend Origeo,30/06/2023,,,"300,0","10260,0",USD,CIF,,2165,2165,MA,"5,0",1004001,BA,53,AA3952,B1260,156007
143,40012032,90,00000147,Contrato Vend Origeo,30/06/2023,,,"260,0","2550,6",USD,CIF,,2165,2165,MA,"5,0",1004001,BA,53,AA3952,B1260,156013
144,40012032,80,00000147,Contrato Vend Origeo,30/06/2023,,,"260,0","2550,6",USD,CIF,32,2165,2165,MA,"5,0",1004001,BA,53,AA3952,B1260,156015
145,40012032,30,00000147,Contrato Vend Origeo,30/06/2023,,,"500,0","6369,63",USD,CIF,,2165,2165,MA,"5,0",1004001,BA,53,AA3952,B1260,156031
146,40012032,70,00000147,Contrato Vend Origeo,30/06/2023,,,"4000,0","52360,0",USD,CIF,,2165,2165,MA,"5,0",1004001,BA,53,AA3952,B1260,156170
147,40012033,20,OR219-1,Contrato Vend Origeo,03/07/2023,,,"20,0","170,0",USD,CIF,,2171,2171,MT,"9,0",2013104,MT,32,AB4318,B1260,156013
148,40012033,10,OR219-1,Contrato Vend Origeo,03/07/2023,,,"800,0","8640,0",USD,CIF,,2171,2171,MT,"9,0",2013104,MT,32,AB4318,B1260,156165
149,40012034,40,OR219-2,Contrato Vend Origeo,03/07/2023,,,"3810,0","14859,0",USD,CIF,,2171,2171,MT,"9,0",2013104,MT,32,AB4318,B1260,155987
150,40012034,20,OR219-2,Contrato Vend Origeo,03/07/2023,,,"2000,0","21000,0",USD,CIF,,2171,2171,MT,"9,0",2013104,MT,32,AB4318,B1260,155992
151,40012034,30,OR219-2,Contrato Vend Origeo,03/07/2023,,,"720,0","11376,0",USD,CIF,,2171,2171,MT,"9,0",2013104,MT,32,AB4318,B1260,156001
152,40012034,10,OR219-2,Contrato Vend Origeo,03/07/2023,,,"3200,0","33600,0",USD,CIF,,2171,2171,MT,"9,0",2013104,MT,32,AB4318,B1260,156170
153,40012035,10,OR219-3,Contrato Vend Origeo,03/07/2023,,,"5400,0","32400,0",USD,CIF,,2171,JD05,MT,"9,0",2013104,MT,32,,B1260,156406
154,40012036,10,OR220,Contrato Vend Origeo,03/07/2023,,,"1600,0","16800,0",USD,CIF,,2171,2171,MT,"9,0",2013104,MT,32,,B1260,156170
155,40012037,10,OR220-2,Contrato Vend Origeo,03/07/2023,,,"300,0","1800,0",USD,CIF,,2171,JD05,MT,"9,0",2013104,MT,32,,B1260,156406
156,40012038,30,OR220-3,Contrato Vend Origeo,03/07/2023,,,"420,0","1638,0",USD,CIF,,2171,2171,MT,"9,0",2013104,MT,32,,B1260,155987
157,40012038,20,OR220-3,Contrato Vend Origeo,03/07/2023,,,"1000,0","10500,0",USD,CIF,,2171,2171,MT,"9,0",2013104,MT,32,,B1260,155992
158,40012038,40,OR220-3,Contrato Vend Origeo,03/07/2023,,,"500,0","14500,0",USD,CIF,,2171,2171,MT,"9,0",2013104,MT,32,,B1260,156007
