Id,DT,Remessa,Item Rem,Data de criação,Quantidade,Valor Frete Total,Peso KG,Item Superior,Id Categoria,Id Transportador,Id NF
1,15680911,817345035,10,2023-04-11,"19995,0","25573,9","21174,705",,JV01,1722546,"300,0"
2,15680915,817345036,10,2023-04-11,"13005,0","16633,0","13772,295",,JV01,1722546,"301,0"
3,15689431,195963249,900001,2023-04-13,"10080,0","0,0","11088,0",10,JC01,1942026,
4,15689431,195963249,900002,2023-04-13,"10080,0","0,0","11088,0",10,JC01,1942026,
5,15689431,195963249,900003,2023-04-13,"4800,0","0,0","5280,0",10,JC01,1942026,
6,15689492,195964127,900001,2023-04-13,"2400,0","6835,22","2640,0",30,JC01,1942026,
7,15689492,195964127,900002,2023-04-13,"10080,0","28707,94","11088,0",30,JC01,1942026,
8,15689492,195964127,900003,2023-04-13,"10080,0","28707,94","11088,0",30,JC01,1942026,
9,15689492,195964127,900004,2023-04-13,"2400,0","6835,22","2640,0",30,JC01,1942026,
10,15748922,817406569,10,2023-04-24,"960,0","743,98","1161,6",,JV01,1722546,"302,0"
11,15748922,817406571,10,2023-04-24,"4800,0","3718,64","5808,0",,JV01,1722546,"303,0"
12,15748922,817406572,10,2023-04-24,"4800,0","3718,64","5808,0",,JV01,1722546,"304,0"
13,15748922,817406573,10,2023-04-24,"4800,0","3718,64","5808,0",,JV01,1722546,"305,0"
14,15748922,817406575,10,2023-04-24,"4640,0","3594,42","5614,4",,JV01,1722546,"306,0"
15,15758714,817430025,10,2023-04-25,"1800,0","2717,66","1906,2",,JV01,1722546,"345,0"
16,15771631,817444007,10,2023-04-26,"50,0","23000,0","50000,0",,JV01,2295111,"287,0"
17,15773708,817446453,10,2023-04-27,"50,0","23000,0","50000,0",,JV01,2295111,"288,0"
18,15775467,817449463,10,2023-04-27,"38,0","17480,0","38000,0",,JV01,2295111,"289,0"
19,15778323,817453225,10,2023-04-27,"31,0","14260,0","31000,0",,JV01,2295111,"290,0"
20,15778325,817453226,10,2023-04-27,"38,0","17480,0","38000,0",,JV01,2295111,"291,0"
21,15778327,817453227,10,2023-04-27,"50,0","23000,0","50000,0",,JV01,2295111,"292,0"
22,15778371,817453228,10,2023-04-27,"40,0","18400,0","40000,0",,JV01,2295111,"293,0"
23,15778372,817453231,10,2023-04-27,"50,0","23000,0","50000,0",,JV01,2295111,"294,0"
24,15783644,817459264,10,2023-04-28,"32,0","14720,0","32000,0",,JV01,2295111,"295,0"
25,15784052,817460096,10,2023-04-28,"38,0","17480,0","38000,0",,JV01,2295111,"296,0"
26,15785555,817461836,10,2023-04-28,"31,0","14260,0","31000,0",,JV01,2295111,"297,0"
27,15785601,817461842,10,2023-04-28,"30,0","13800,0","30000,0",,JV01,2295111,"298,0"
28,15801772,817477728,10,2023-05-02,"32,0","14720,0","32000,0",,JV01,2295111,"299,0"
29,15826837,817502560,10,2023-05-05,"2000,0","2327,56","2420,0",,JV01,1722546,"380,0"
30,15867440,817545303,10,2023-05-11,"500,0","699,82","577,0",,JV01,2316472,"284,0"
31,15875077,817553715,10,2023-05-12,"4155,0","5146,86","4400,145",,JV01,1756447,"353,0"
32,15875077,817553715,20,2023-05-12,"260,0","347,42","297,44",,JV01,1756447,"354,0"
33,15901663,817580705,10,2023-05-16,"1900,0","1776,6","2192,6",,JV01,2316472,"381,0"
34,15901663,817580709,10,2023-05-16,"900,0","841,72","1038,6",,JV01,2316472,"382,0"
35,15901754,817580790,10,2023-05-16,"300,0","556,68","330,0",,JV01,2316472,"383,0"
36,15908807,817589585,10,2023-05-17,"1800,0","2031,1","2077,2",,JV01,2316472,"2200,0"
37,15913063,817593403,10,2023-05-18,"1220,0","1376,88","1407,88",,JV01,2316472,"964,0"
38,15913063,817593405,10,2023-05-18,"540,0","609,24","623,16",,JV01,2316472,"965,0"
39,15922227,817604632,10,2023-05-19,"500,0","1160,48","605,0",,JV01,1722546,"3310,0"
40,15945126,817628264,10,2023-05-23,"1600,0","1862,04","1936,0",,JV01,1722546,"1426,0"
41,16014233,817704367,10,2023-06-02,"120,0","247,98","147,0",,JV01,2316472,"384,0"
42,16015597,817705438,10,2023-06-02,"620,0","277,18","748,34",,JV01,2332659,"966,0"
43,16087105,817787801,10,2023-06-14,"10000,0","11928,56","10390,0",,JV01,2316472,"2751,0"
44,16099936,817803124,10,2023-06-16,"5000,0","7089,4","6175,0",,JV01,2316472,"999,0"
45,16099936,817803124,20,2023-06-16,"3280,0","4518,84","3936,0",,JV01,2316472,"1000,0"
46,16099936,817804097,10,2023-06-16,"120,0","165,32","144,0",,JV01,2316472,"1001,0"
47,16155549,817867949,10,2023-06-26,"2000,0","2894,28","2118,0",,JV01,1756447,"3311,0"
48,16255985,196421079,900001,2023-07-13,"9600,0","32023,03","10166,4",10,JC01,1942026,
49,16255985,196421079,900002,2023-07-13,"9600,0","32023,03","10166,4",10,JC01,1942026,
50,16255985,196421079,900003,2023-07-13,"1920,0","6404,61","2033,28",10,JC01,1942026,
51,16262483,196422430,900001,2023-07-14,"9600,0","17113,65","10166,4",10,JC01,1942026,
52,16262483,196422430,900002,2023-07-14,"9600,0","17113,65","10166,4",10,JC01,1942026,
53,16262483,196422430,900003,2023-07-14,"960,0","1711,36","1016,64",10,JC01,1942026,
54,16262483,196422430,900004,2023-07-14,"480,0","855,68","508,32",10,JC01,1942026,
55,16262483,196422430,900005,2023-07-14,"480,0","855,68","508,32",10,JC01,1942026,
56,16262596,196439911,900001,2023-07-14,"9600,0","32023,03","10166,4",10,JC01,1942026,
57,16262596,196439911,900002,2023-07-14,"9600,0","32023,03","10166,4",10,JC01,1942026,
58,16262596,196439911,900003,2023-07-14,"1920,0","6404,61","2033,28",10,JC01,1942026,
59,16263409,196439958,900001,2023-07-14,"9600,0","24999,7","10166,4",20,JC01,1942026,
60,16263409,196439958,900002,2023-07-14,"9600,0","24999,7","10166,4",20,JC01,1942026,
61,16263409,196439958,900003,2023-07-14,"1920,0","4999,94","2033,28",20,JC01,1942026,
62,16263465,196439967,900001,2023-07-14,"9600,0","24999,7","10166,4",30,JC01,1942026,
63,16263465,196439967,900002,2023-07-14,"9600,0","24999,7","10166,4",30,JC01,1942026,
64,16263465,196439967,900003,2023-07-14,"1920,0","4999,94","2033,28",30,JC01,1942026,
65,16263468,196436015,900001,2023-07-14,"9600,0","24999,7","10166,4",10,JC01,1942026,
66,16263468,196436015,900002,2023-07-14,"9600,0","24999,7","10166,4",10,JC01,1942026,
67,16263468,196436015,900003,2023-07-14,"1920,0","4999,94","2033,28",10,JC01,1942026,
68,16263618,196439300,10,2023-07-14,"1500,0","4131,22","1680,0",,JC01,1942026,
69,16352872,818099789,10,2023-07-28,"700,0","1447,34","857,5",,JV01,2316472,"1849,0"
70,16353247,818100332,10,2023-07-28,"2400,0","4959,42","2940,0",,JV01,2316472,"1831,0"
71,16353314,818100341,10,2023-07-28,"360,0","769,22","456,48",,JV01,2316472,"1850,0"
72,16353314,818100341,20,2023-07-28,"1605,0","2867,7","1699,695",,JV01,2316472,"1851,0"
73,16353692,818100365,10,2023-07-28,"6300,0","17229,18","8032,5",,JV01,1722546,"2422,0"
74,16353791,818100374,10,2023-07-28,"2680,0","5732,02","3398,24",,JV01,2316472,"1840,0"
75,16353921,818100390,10,2023-07-28,"780,0","1612,66","955,5",,JV01,2316472,"1841,0"
76,16353921,818100390,20,2023-07-28,"9400,0","19139,34","11345,8",,JV01,2316472,"1842,0"
77,16353921,818100390,30,2023-07-28,"6000,0","10718,44","6354,0",,JV01,2316472,"1843,0"
78,16353921,818100390,40,2023-07-28,"15405,0","27519,76","16313,895",,JV01,2316472,"1844,0"
79,16354016,818100393,10,2023-07-28,"2000,0","4072,12","2414,0",,JV01,2316472,"1833,0"
80,16354016,818100393,20,2023-07-28,"2440,0","4358,9","2583,96",,JV01,2316472,"1834,0"
81,16354016,818100393,30,2023-07-28,"4710,0","8414,16","4987,89",,JV01,2316472,"1835,0"
82,16354107,818100869,10,2023-07-28,"1800,0","4922,32","2295,0",,JV01,1722546,"2423,0"
83,16354107,818100870,10,2023-07-28,"11700,0","31996,12","14917,5",,JV01,1722546,"2424,0"
84,16354107,818100871,10,2023-07-28,"5400,0","14766,94","6885,0",,JV01,1722546,"2425,0"
85,16354107,818100872,10,2023-07-28,"1200,0","3281,54","1530,0",,JV01,1722546,"2426,0"
86,16354107,818100873,10,2023-07-28,"10960,0","29971,44","13974,0",,JV01,1722546,"2427,0"
87,16354107,818100874,10,2023-07-28,"6880,0","18814,18","8772,0",,JV01,1722546,"2428,0"
88,16354107,818100875,10,2023-07-28,"4340,0","11869,32","5533,5",,JV01,1722546,"2429,0"
89,16354107,818100876,10,2023-07-28,"3620,0","9900,4","4615,5",,JV01,1722546,"2430,0"
90,16354127,818101001,10,2023-07-28,"4820,0","9814,26","5817,74",,JV01,2316472,"1845,0"
91,16354127,818101001,20,2023-07-28,"1920,0","3665,6","2173,44",,JV01,2316472,"1846,0"
92,16354127,818101001,30,2023-07-28,"10005,0","17872,5","10595,295",,JV01,2316472,"1847,0"
93,16354173,818100880,10,2023-07-28,"5200,0","6737,8","6630,0",,JV01,2332659,"2416,0"
94,16354173,818100881,10,2023-07-28,"10800,0","13993,9","13770,0",,JV01,2332659,"2417,0"
95,16354225,818100894,10,2023-07-28,"1700,0","1442,42","1944,8",,JV01,1722546,"2362,0"
96,16354229,818100898,10,2023-07-28,"800,0","1629,52","965,6",,JV01,2316472,"1856,0"
97,16354229,818100898,20,2023-07-28,"1500,0","2783,36","1650,0",,JV01,2316472,"1857,0"
98,16354229,818100898,30,2023-07-28,"1005,0","1794,84","1064,295",,JV01,2316472,"1858,0"
99,16354250,818101014,10,2023-07-28,"1800,0","3665,6","2172,6",,JV01,2316472,"1853,0"
100,16354250,818101014,20,2023-07-28,"1500,0","2783,36","1650,0",,JV01,2316472,"1854,0"
101,16354250,818101014,30,2023-07-28,"160,0","285,08","169,44",,JV01,2316472,"1855,0"
102,16354289,818101213,10,2023-07-28,"6000,0","11457,28","6792,0",,JV01,2316472,"542,0"
103,16354289,818101213,20,2023-07-28,"15000,0","29199,9","17310,0",,JV01,2316472,"543,0"
104,16354289,818101214,10,2023-07-28,"2000,0","3819,1","2264,0",,JV01,2316472,"544,0"
105,16354353,818101022,10,2023-07-28,"4080,0","8218,12","4618,56",,JV01,2316472,"2154,0"
106,16354353,818101023,10,2023-07-28,"2920,0","5880,26","3305,44",,JV01,2316472,"2155,0"
107,16354395,818100878,10,2023-07-28,"1800,0","4922,32","2295,0",,JV01,1722546,"2431,0"
108,16366943,818112457,10,2023-07-31,"6000,0","22827,36","6792,0",,JV01,2316472,"586,0"
109,16366943,818112458,10,2023-07-31,"2000,0","7609,12","2264,0",,JV01,2316472,"587,0"
110,16366949,818112462,10,2023-07-31,"2000,0","6022,82","2264,0",,JV01,2316472,"2263,0"
111,16367436,818112493,10,2023-07-31,"10080,0","18704,12","11088,0",,JV01,2316472,"545,0"
112,16367436,818112496,10,2023-07-31,"10080,0","18704,12","11088,0",,JV01,2316472,"546,0"
113,16367436,818112499,10,2023-07-31,"9840,0","18258,78","10824,0",,JV01,2316472,"547,0"
114,16368974,818113316,10,2023-07-31,"4020,0","8272,46","4904,4",,JV01,2316472,"2262,0"
115,16369036,818113338,10,2023-07-31,"1260,0","4483,46","1334,34",,JV01,2316472,"759,0"
116,16369036,818113338,20,2023-07-31,"1000,0","3710,46","1104,0",,JV01,2316472,"760,0"
117,16369036,818113338,30,2023-07-31,"7000,0","28396,42","8449,0",,JV01,2316472,"761,0"
118,16369036,818113338,40,2023-07-31,"7500,0","26695,78","7942,5",,JV01,2316472,"762,0"
119,16369112,818113342,10,2023-07-31,"2140,0","6028,14","2266,26",,JV01,2316472,"763,0"
120,16369112,818113342,20,2023-07-31,"1600,0","4698,02","1766,4",,JV01,2316472,"764,0"
121,16369112,818113342,30,2023-07-31,"14000,0","44953,08","16898,0",,JV01,2316472,"765,0"
122,16369114,818113349,10,2023-07-31,"10800,0","38438,84","11437,2",,JV01,2316472,"766,0"
123,16369117,818113350,10,2023-07-31,"1800,0","6405,92","1906,2",,JV01,2316472,"767,0"
124,16369117,818113350,20,2023-07-31,"1200,0","4453,22","1324,8",,JV01,2316472,"768,0"
125,16369117,818113350,30,2023-07-31,"14400,0","58416,16","17380,8",,JV01,2316472,"769,0"
126,16369204,818113354,10,2023-07-31,"10800,0","38438,84","11437,2",,JV01,2316472,"770,0"
127,16369206,818113318,10,2023-07-31,"24000,0","45220,14","25416,0",,JV01,2316472,"2151,0"
128,16369206,818113320,20,2023-07-31,"1120,0","2430,38","1366,4",,JV01,2316472,"2152,0"
129,16369208,818114521,10,2023-07-31,"1470,0","2770,22","1556,73",,JV01,2316472,"2153,0"
130,16369282,818114626,10,2023-07-31,"9600,0","33498,48","11587,2",,JV01,2316472,"1099,0"
131,16369282,818114626,20,2023-07-31,"4200,0","14559,28","5035,8",,JV01,2316472,"1100,0"
132,16369282,818114626,30,2023-07-31,"4800,0","15264,7","5280,0",,JV01,2316472,"1101,0"
133,16369282,818114626,40,2023-07-31,"1300,0","4764,44","1648,4",,JV01,2316472,"1102,0"
134,16369283,818114627,10,2023-07-31,"160,0","627,36","217,28",,JV01,2316472,"3383,0"
135,16369283,818114627,20,2023-07-31,"160,0","630,24","217,76",,JV01,2316472,"3384,0"
136,16369284,818114628,10,2023-07-31,"300,0","1176,66","407,4",,JV01,2316472,"1103,0"
137,16369284,818114628,20,2023-07-31,"300,0","1179,54","408,3",,JV01,2316472,"1104,0"
138,16369305,818115090,10,2023-07-31,"4000,0","13957,94","4828,0",,JV01,2316472,"3385,0"
139,16369305,818115090,20,2023-07-31,"1760,0","6100,1","2110,24",,JV01,2316472,"3386,0"
140,16369305,818115090,30,2023-07-31,"2000,0","6360,28","2200,0",,JV01,2316472,"3387,0"
141,16369305,818115090,40,2023-07-31,"500,0","1832,92","634,0",,JV01,2316472,"3388,0"
142,16369305,818115090,50,2023-07-31,"4300,0","13986,86","4837,5",,JV01,2316472,"3389,0"
143,16372030,818113304,10,2023-08-01,"24000,0","42873,74","25416,0",,JV01,2316472,"2259,0"
144,16372030,818113310,10,2023-08-01,"24000,0","42873,74","25416,0",,JV01,2316472,"2260,0"
145,16372030,818113313,10,2023-08-01,"20250,0","36175,14","21444,75",,JV01,2316472,"2261,0"
146,16372039,818113322,10,2023-08-01,"24000,0","85421,14","25416,0",,JV01,2316472,"583,0"
147,16372039,818113324,10,2023-08-01,"24000,0","85421,14","25416,0",,JV01,2316472,"584,0"
148,16372039,818113325,10,2023-08-01,"3000,0","10677,64","3177,0",,JV01,2316472,"585,0"
149,16372267,818113327,10,2023-08-01,"10290,0","28988,86","10897,11",,JV01,2316472,"2343,0"
150,16372267,818113327,20,2023-08-01,"3700,0","12008,42","4514,0",,JV01,2316472,"2344,0"
151,16372267,818114523,10,2023-08-01,"380,0","1234,36","463,6",,JV01,2316472,"2345,0"
152,16372267,818114524,10,2023-08-01,"780,0","2532,56","951,6",,JV01,2316472,"2346,0"
153,16374417,818114510,10,2023-08-01,"5000,0","12615,38","6275,0",,JV01,1942026,"3151,0"
154,16374658,818118792,10,2023-08-01,"5000,0","12615,38","6275,0",,JV01,1942026,"3918,0"
155,16374765,818118793,10,2023-08-01,"4000,0","10092,3","5020,0",,JV01,1942026,"2720,0"
156,16374801,818117573,10,2023-08-01,"12480,0","15755,66","15662,4",,JT01,1942026,"25268,0"
157,16374801,818117573,10,2023-08-01,"12480,0","15755,66","15662,4",,JT01,1942026,"25269,0"
158,16386678,818134928,10,2023-08-03,"49,64","19856,0","49640,0",,JV01,2321386,"2641,0"
159,16435710,818186687,10,2023-08-10,"600,0","615,3","660,0",,JV01,1722546,"5812,0"
160,16435710,818186688,10,2023-08-10,"80,0","82,04","88,0",,JV01,1722546,"5813,0"
161,16435710,818186691,10,2023-08-10,"6000,0","6399,04","6864,0",,JV01,1722546,"5814,0"
162,16435710,818186694,10,2023-08-10,"10000,0","11364,24","12190,0",,JV01,1722546,"5815,0"
163,16435710,818187555,10,2023-08-10,"7380,0","9363,62","10044,18",,JV01,1722546,"5816,0"
164,16435762,818185568,10,2023-08-10,"6200,0","6612,52","7092,8",,JV01,1722546,"5844,0"
165,16435762,818186681,10,2023-08-10,"17460,0","19842,22","21283,74",,JV01,1722546,"5845,0"
166,16435762,818186683,10,2023-08-10,"2540,0","2886,28","3096,26",,JV01,1722546,"5846,0"
167,16435762,818187559,10,2023-08-10,"11600,0","14718,52","15787,6",,JV01,1722546,"5847,0"
168,16435762,818187560,10,2023-08-10,"1000,0","1025,48","1100,0",,JV01,1722546,"5848,0"
169,16435798,818187553,10,2023-08-10,"7000,0","7465,54","8008,0",,JV01,1722546,"4029,0"
170,16435798,818187554,10,2023-08-10,"10000,0","11364,24","12190,0",,JV01,1722546,"4030,0"
171,16435798,818187562,10,2023-08-10,"740,0","758,86","814,0",,JV01,1722546,"4031,0"
172,16435850,818186696,10,2023-08-10,"3800,0","4052,54","4347,2",,JV01,1722546,"6829,0"
173,16435850,818186697,10,2023-08-10,"10000,0","11364,24","12190,0",,JV01,1722546,"6830,0"
174,16435850,818187563,10,2023-08-10,"580,0","594,78","638,0",,JV01,1722546,"6831,0"
175,16436079,818187594,10,2023-08-10,"1680,0","2131,14","2286,48",,JV01,1722546,"4032,0"
176,16436079,818187595,10,2023-08-10,"2800,0","3552,84","3810,8",,JV01,1722546,"4033,0"
177,16436079,818187596,10,2023-08-10,"960,0","1218,46","1306,56",,JV01,1722546,"4034,0"
178,16436079,818187597,10,2023-08-10,"480,0","608,76","653,28",,JV01,1722546,"4035,0"
179,16436079,818187599,10,2023-08-10,"3500,0","4441,28","4763,5",,JV01,1722546,"4036,0"
180,16436189,818189104,10,2023-08-10,"300,0","380,36","408,3",,JV01,1722546,"6832,0"
181,16436189,818189105,10,2023-08-10,"1440,0","1827,22","1959,84",,JV01,1722546,"6833,0"
182,16436189,818189106,10,2023-08-10,"3780,0","4796,48","5144,58",,JV01,1722546,"6834,0"
183,16436189,818189108,10,2023-08-10,"1080,0","1370,42","1469,88",,JV01,1722546,"6835,0"
184,16448607,818202335,10,2023-08-12,"50,0","0,0","50000,0",,JV01,1176646,"2452,0"
185,16448608,818202336,10,2023-08-12,"50,0","31000,0","50000,0",,JV01,1176646,"2453,0"
186,16448663,818202340,10,2023-08-12,"50,0","0,0","50000,0",,JV01,1176646,"2454,0"
187,16448668,818202343,10,2023-08-12,"50,0","0,0","50000,0",,JV01,1176646,"2455,0"
188,16448718,818202348,10,2023-08-12,"49,99","0,0","49990,0",,JV01,1176646,"2456,0"
189,16448791,818202349,10,2023-08-12,"50,0","0,0","50000,0",,JV01,1176646,"2457,0"
190,16448792,818202350,10,2023-08-12,"50,0","0,0","50000,0",,JV01,1176646,"2458,0"
191,16448796,818202351,10,2023-08-12,"50,0","0,0","50000,0",,JV01,1176646,"2459,0"
192,16448798,818202353,10,2023-08-12,"50,0","0,0","50000,0",,JV01,1176646,"2460,0"
193,16448799,818202354,10,2023-08-12,"50,0","0,0","50000,0",,JV01,1176646,"2461,0"
194,16453638,818207620,10,2023-08-14,"49,99","18996,2","49990,0",,JV01,1176646,"1251,0"
195,16453719,818207623,10,2023-08-14,"50,0","19000,0","50000,0",,JV01,1176646,"1252,0"
196,16453785,818207624,10,2023-08-14,"50,0","0,0","50000,0",,JV01,1176646,"1253,0"
197,16453830,818207628,10,2023-08-14,"50,0","7500,0","50000,0",,JV01,1176646,"1254,0"
198,16453891,818207635,10,2023-08-14,"50,0","7500,0","50000,0",,JV01,1176646,"1255,0"
199,16453895,818207637,10,2023-08-14,"50,0","7500,0","50000,0",,JV01,1176646,"1256,0"
200,16453963,818207640,10,2023-08-14,"50,0","15000,0","50000,0",,JV01,1176646,"1257,0"
201,16454003,818207647,10,2023-08-14,"50,0","7500,0","50000,0",,JV01,1176646,"1258,0"
202,16454006,818207648,10,2023-08-14,"50,0","0,0","50000,0",,JV01,1176646,"1259,0"
203,16454142,818207653,10,2023-08-14,"50,0","0,0","50000,0",,JV01,1176646,"1260,0"
204,16455552,818209122,10,2023-08-14,"50,0","14500,0","50000,0",,JV01,2254035,"1261,0"
205,16461808,818216542,10,2023-08-15,"1000,0","1962,86","1059,0",,JV01,2316472,"3710,0"
206,16461808,818216550,10,2023-08-15,"1500,0","3775,58","2037,0",,JV01,2316472,"3711,0"
207,16461808,818216550,20,2023-08-15,"500,0","963,82","519,5",,JV01,2316472,"3712,0"
208,16461808,818216553,10,2023-08-15,"8100,0","18166,16","9801,0",,JV01,2316472,"3713,0"
209,16461808,818216555,10,2023-08-15,"3900,0","8746,66","4719,0",,JV01,2316472,"3714,0"
210,16461808,818216557,10,2023-08-15,"2060,0","4322,36","2331,92",,JV01,2316472,"3147,0"
211,16461808,818216557,30,2023-08-15,"860,0","1968,42","1062,1",,JV01,2316472,"3148,0"
212,16461808,818216562,20,2023-08-15,"1300,0","2976,72","1605,5",,JV01,2316472,"3149,0"
213,16462277,818216636,10,2023-08-15,"48,0","12960,0","48000,0",,JV01,2253080,"1226,0"
214,16462504,818216651,10,2023-08-15,"49,0","17248,0","49000,0",,JV01,2343048,"1368,0"
215,16462560,818216862,10,2023-08-15,"48,0","12960,0","48000,0",,JV01,2253080,"1228,0"
216,16462640,818216657,10,2023-08-15,"49,0","17248,0","49000,0",,JV01,2343048,"1369,0"
217,16462642,818216658,10,2023-08-15,"48,0","12960,0","48000,0",,JV01,2253080,"1227,0"
218,16462792,818216678,10,2023-08-15,"48,0","16896,0","48000,0",,JV01,2343048,"2681,0"
219,16462794,818216682,10,2023-08-15,"44,0","15488,0","44000,0",,JV01,2343048,"2682,0"
220,16465013,818219672,10,2023-08-15,"50,0","21000,0","50000,0",,JV01,1176646,"1262,0"
221,16465018,818219677,10,2023-08-15,"48,0","12960,0","48000,0",,JV01,2253080,"1229,0"
222,16465075,818219684,10,2023-08-15,"48,0","12960,0","48000,0",,JV01,2253080,"1230,0"
223,16466458,818221707,10,2023-08-16,"50,0","14500,0","50000,0",,JV01,1176646,"1263,0"
224,16466480,818221622,10,2023-08-16,"48,9","19560,0","48900,0",,JV01,2321386,"2643,0"
225,16467973,818222945,10,2023-08-16,"48,0","15840,0","48000,0",,JV01,2253080,"1987,0"
226,16470563,818224588,10,2023-08-16,"48,0","12960,0","48000,0",,JV01,2253080,"1231,0"
227,16471464,818226609,10,2023-08-16,"100,0","0,0","112,0",,JV01,,"7256,0"
228,16471498,818226728,10,2023-08-16,"50,0","37500,0","50000,0",,JV01,2253080,"1971,0"
229,16471554,818226630,10,2023-08-16,"460,0","0,0","556,6",,JV01,,"5426,0"
230,16471560,818226730,10,2023-08-16,"50,0","37500,0","50000,0",,JV01,2253080,"1972,0"
231,16471655,818224585,10,2023-08-16,"48,0","15840,0","48000,0",,JV01,2253080,"1988,0"
232,16472239,818227444,10,2023-08-16,"48,0","15840,0","48000,0",,JV01,2253080,"1989,0"
233,16473119,818228243,10,2023-08-16,"48,0","15840,0","48000,0",,JV01,2253080,"1990,0"
234,16475016,818230055,10,2023-08-17,"48,0","15840,0","48000,0",,JV01,2253080,"1991,0"
235,16475261,818230068,10,2023-08-17,"5220,0","1917,82","5742,0",,JV01,2316472,"3331,0"
236,16475261,818230068,20,2023-08-17,"5620,0","2265,52","6783,34",,JV01,2316472,"3332,0"
237,16475261,818230068,30,2023-08-17,"500,0","184,36","552,0",,JV01,2316472,"3333,0"
238,16475261,818230068,40,2023-08-17,"1180,0","417,5","1249,62",,JV01,2316472,"3334,0"
239,16475261,818230068,50,2023-08-17,"1600,0","640,62","1918,4",,JV01,2316472,"3335,0"
240,16475261,818230068,60,2023-08-17,"1200,0","488,64","1462,8",,JV01,2316472,"3336,0"
241,16475261,818230083,10,2023-08-17,"18240,0","7353,34","22015,68",,JV01,2316472,"3337,0"
242,16475433,818230092,10,2023-08-17,"48,0","16896,0","48000,0",,JV01,2343048,"2683,0"
243,16475553,818231140,10,2023-08-17,"48,0","15840,0","48000,0",,JV01,2253080,"1992,0"
244,16475663,818231151,10,2023-08-17,"48,0","15840,0","48000,0",,JV01,2253080,"1993,0"
245,16475760,818231153,10,2023-08-17,"48,0","15840,0","48000,0",,JV01,2253080,"1994,0"
246,16476626,818231771,10,2023-08-17,"49,99","28994,2","49990,0",,JV01,2300861,"3347,0"
247,16476711,818231773,10,2023-08-17,"50,0","29000,0","50000,0",,JV01,2300861,"3348,0"
248,16476992,818232453,10,2023-08-17,"4000,0","4391,12","4236,0",,JV01,2316472,"757,0"
249,16476992,818232453,20,2023-08-17,"1100,0","1421,2","1370,6",,JV01,2316472,"758,0"
250,16476992,818232456,10,2023-08-17,"10000,0","11402,82","11000,0",,JV01,2316472,"3905,0"
251,16477472,818232931,10,2023-08-17,"49,0","17248,0","49000,0",,JV01,2343048,"1370,0"
252,16477476,818232949,10,2023-08-17,"49,0","17248,0","49000,0",,JV01,2343048,"1371,0"
253,16477478,818232951,10,2023-08-17,"4,0","1408,0","4000,0",,JV01,2343048,"1372,0"
254,16477992,818230095,10,2023-08-17,"140,0","330,3","154,0",,JV01,1722546,"2432,0"
255,16477997,818231114,10,2023-08-17,"615,0","733,6","651,285",,JV01,1722546,"4861,0"
256,16477997,818231115,10,2023-08-17,"5610,0","6694,8","5940,99",,JV01,1722546,"4317,0"
257,16477997,818231127,10,2023-08-17,"1470,0","1754,56","1556,73",,JV01,1722546,"6043,0"
258,16477997,818231129,10,2023-08-17,"2400,0","2864,52","2541,6",,JV01,1722546,"6044,0"
259,16477997,818231134,10,2023-08-17,"675,0","805,72","714,825",,JV01,1722546,"4318,0"
260,16479099,818235134,10,2023-08-17,"50,0","37500,0","50000,0",,JV01,2253080,"1973,0"
261,16479604,818235404,10,2023-08-17,"48,0","15840,0","48000,0",,JV01,2253080,"1995,0"
262,16479816,818235519,10,2023-08-17,"50,0","15500,0","50000,0",,JV01,2254035,"1265,0"
263,16479867,818235376,10,2023-08-17,"50,0","19000,0","50000,0",,JV01,2254035,"1264,0"
264,16479989,818235453,10,2023-08-17,"1000,0","2466,52","1150,0",,JV01,1722546,"2433,0"
265,16479989,818235453,20,2023-08-17,"19200,0","43610,22","20332,8",,JV01,1722546,"2434,0"
266,16479989,818235454,10,2023-08-17,"2805,0","6370,06","2970,495",,JV01,1722546,"2435,0"
267,16479989,818235455,10,2023-08-17,"1400,0","3180,74","1482,6",,JV01,1722546,"2436,0"
268,16481190,818236198,10,2023-08-18,"50,0","13500,0","50000,0",,JV01,1176646,"2462,0"
269,16481780,818237153,10,2023-08-18,"50,0","26500,0","50000,0",,JV01,2345401,"2463,0"
270,16481890,818237163,10,2023-08-18,"50,0","26500,0","50000,0",,JV01,2345401,"2464,0"
271,16482231,818237181,10,2023-08-18,"50,0","26500,0","50000,0",,JV01,2137261,"2465,0"
272,16485799,818243857,10,2023-08-18,"40,0","15,56","42,36",,JV01,2316401,"3698,0"
273,16486226,818244310,10,2023-08-18,"160,0","178,86","176,0",,JV01,2332659,"2418,0"
274,16486226,818244310,20,2023-08-18,"600,0","765,24","753,0",,JV01,2332659,"2419,0"
275,16486236,818244315,10,2023-08-18,"2400,0","2944,1","2896,8",,JV01,2332659,"2420,0"
276,16486849,818244795,10,2023-08-18,"760,0","1836,14","1032,08",,JV01,2316472,"712,0"
277,16486849,818244795,20,2023-08-18,"170,0","314,92","176,63",,JV01,2316472,"713,0"
278,16486849,818244795,30,2023-08-18,"200,0","483,94","272,2",,JV01,2316472,"714,0"
279,16486849,818244795,40,2023-08-18,"100,0","185,04","103,9",,JV01,2316472,"715,0"
280,16488043,818245311,10,2023-08-19,"3600,0","4176,16","4345,2",,JV01,2316472,"5773,0"
