Id,Id Centro,Id Grupo Merc.,Id Produto,Lote,Data Vencimento,Data Última EM,Texto Cabeç Doc,Id Cliente,Estoque Livre,Estoque Bloqueado,Estoque Consignado
1,2168,01000,157404,0000819036,,25/03/2024,,2141211,"-51,0","0,0","0,0"
2,2168,01000,157404,0000819036,,25/03/2024,,,"51,0","0,0","0,0"
3,2168,B1450,153389,0000817106,,13/03/2024,,,"50,06","0,0","0,0"
4,2168,B1450,153389,P08A240036,08/01/2025,11/01/2024,,,"9,9","0,0","0,0"
5,2168,B1450,156370,2322924112,30/11/2025,30/11/2023,,2053360,"-22,3","0,0","0,0"
6,2168,B1450,156370,2322924112,30/11/2025,30/11/2023,,2308309,"-0,16","0,0","0,16"
7,2168,B1450,156370,2322924112,30/11/2025,30/11/2023,,,"22,46","0,0","0,0"
8,2168,B1450,156370,2322929890,29/11/2025,29/11/2023,,1093828,"-171,5","0,0","0,0"
9,2168,B1450,156370,2322929890,29/11/2025,29/11/2023,,2053360,"-132,12","0,0","0,0"
10,2168,B1450,156370,2322929890,29/11/2025,29/11/2023,REFERENTE AO NAVIO IZMIR,,"3,62","0,0","0,0"
11,2168,B1450,156370,2322929890,29/11/2025,29/11/2023,,,"300,0","0,0","0,0"
12,2168,B1450,156370,2322933014,29/11/2025,29/11/2023,,2053360,"-175,58","0,0","0,0"
13,2168,B1450,156370,2322933014,29/11/2025,29/11/2023,,2308309,"-0,34","0,0","0,34"
14,2168,B1450,156370,2322933014,29/11/2025,29/11/2023,,,"175,92","0,0","0,0"
15,2168,B1450,156370,2322934657,29/11/2025,29/11/2023,,2053360,"-14,0","0,0","0,0"
16,2168,B1450,156370,2322934657,29/11/2025,29/11/2023,,2308309,"-3,0","0,0","3,0"
17,2168,B1450,156370,2322934657,29/11/2025,29/11/2023,,,"17,0","0,0","0,0"
18,2168,B1450,156723,0000817272,,14/03/2024,,,"48,0","0,0","0,0"
19,2168,B1450,156816,0000817270,,14/03/2024,,,"28,65","0,0","0,0"
20,2168,B1450,156816,0000817271,,14/03/2024,,,"30,28","0,0","0,0"
21,2169,B1260,155989,0167-23,08/08/2027,08/09/2023,,1805219,"-9160,0","0,0","0,0"
22,2169,B1260,155989,0167-23,08/08/2027,08/09/2023,,,"9160,0","0,0","0,0"
23,2169,B1260,155989,0168-23,08/08/2027,08/09/2023,,1805219,"-9180,0","0,0","0,0"
24,2169,B1260,155989,0168-23,08/08/2027,08/09/2023,,,"9180,0","0,0","0,0"
25,2169,B1260,155989,0169-23,08/08/2027,08/09/2023,,1805219,"-4860,0","0,0","0,0"
26,2169,B1260,155989,0169-23,08/08/2027,08/09/2023,,,"4860,0","0,0","0,0"
27,2169,B1260,155989,0170-23,08/08/2027,08/09/2023,,1805219,"-9160,0","0,0","0,0"
28,2169,B1260,155989,0170-23,08/08/2027,08/09/2023,,,"9160,0","0,0","0,0"
29,2169,B1260,155989,0171-23,08/08/2027,08/09/2023,,1805219,"-9180,0","0,0","0,0"
30,2169,B1260,155989,0171-23,08/08/2027,08/09/2023,,,"9180,0","0,0","0,0"
31,2169,B1260,155989,0172-23,08/08/2027,08/09/2023,,1805219,"-1660,0","0,0","0,0"
32,2169,B1260,155989,0172-23,08/08/2027,08/09/2023,,,"1660,0","0,0","0,0"
33,2169,B1260,155992,0433-23,20/03/2025,20/07/2023,,2020743,"-5980,0","0,0","0,0"
34,2169,B1260,155992,0433-23,20/03/2025,20/07/2023,,2337507,"-1400,0","0,0","0,0"
35,2169,B1260,155992,0433-23,20/03/2025,20/07/2023,,2345658,"-1600,0","0,0","0,0"
36,2169,B1260,155992,0433-23,20/03/2025,20/07/2023,,2352587,"-1100,0","0,0","0,0"
37,2169,B1260,155992,0433-23,20/03/2025,20/07/2023,,,"10080,0","0,0","0,0"
38,2169,B1260,155992,0434-23,20/03/2025,20/07/2023,,2020743,"-220,0","0,0","0,0"
39,2169,B1260,155992,0434-23,20/03/2025,20/07/2023,,,"220,0","0,0","0,0"
40,2169,B1260,155992,0449-23,23/03/2025,20/07/2023,,2061725,"-3360,0","0,0","0,0"
41,2169,B1260,155992,0449-23,23/03/2025,20/07/2023,,2069082,"-5000,0","0,0","0,0"
42,2169,B1260,155992,0449-23,23/03/2025,20/07/2023,,,"8360,0","0,0","0,0"
43,2169,B1260,155992,5958-23,10/05/2025,21/07/2023,,2331138,"-800,0","0,0","0,0"
44,2169,B1260,155992,5958-23,10/05/2025,21/07/2023,,,"800,0","0,0","0,0"
45,2169,B1260,156055,0043-23,12/06/2025,18/07/2023,,2331138,"-600,0","0,0","0,0"
46,2169,B1260,156055,0043-23,12/06/2025,18/07/2023,,,"600,0","0,0","0,0"
47,2169,B1260,156055,0052-23,13/06/2025,18/07/2023,,2014190,"-3140,0","0,0","0,0"
48,2169,B1260,156055,0052-23,13/06/2025,18/07/2023,,,"3140,0","0,0","0,0"
49,2169,B1260,156055,0102-23,09/09/2025,09/11/2023,,1581930,"-1180,0","0,0","0,0"
50,2169,B1260,156055,0102-23,09/09/2025,09/11/2023,,2069082,"-1500,0","0,0","0,0"
51,2169,B1260,156055,0102-23,09/09/2025,09/11/2023,,2341406,"-500,0","0,0","0,0"
52,2169,B1260,156055,0102-23,09/09/2025,09/11/2023,,,"3180,0","0,0","0,0"
53,2169,B1260,156406,W028-23,20/06/2025,02/04/2024,,1964540,"-1800,0","0,0","0,0"
54,2169,B1260,156406,W028-23,20/06/2025,02/04/2024,,2331138,"-7900,0","0,0","0,0"
55,2169,B1260,156406,W028-23,20/06/2025,02/04/2024,,2338038,"-2900,0","0,0","0,0"
56,2169,B1260,156406,W028-23,20/06/2025,02/04/2024,,,"12600,0","0,0","0,0"
57,2169,B1450,156233,2317181263,05/09/2025,05/09/2023,,1581930,"-320,0","0,0","0,0"
58,2169,B1450,156233,2317181263,05/09/2025,05/09/2023,,2069082,"-780,0","0,0","0,0"
59,2169,B1450,156233,2317181263,05/09/2025,05/09/2023,,2308309,"-189,28","0,0","189,28"
60,2169,B1450,156233,2317181263,05/09/2025,05/09/2023,,2341406,"-200,0","0,0","0,0"
61,2169,B1450,156233,2317181263,05/09/2025,05/09/2023,,,"1490,0","0,0","0,0"
62,2169,B1450,156370,2322933014,29/11/2025,29/11/2023,,1817548,"-298,31","0,0","0,0"
63,2169,B1450,156370,2322933014,29/11/2025,29/11/2023,,2314966,"-1,69","0,0","1,69"
64,2169,B1450,156370,2322933014,29/11/2025,29/11/2023,,,"300,0","0,0","0,0"
65,2169,B1450,156816,113418443,07/11/2025,07/11/2023,,1946295,"-356,0","0,0","0,0"
66,2169,B1450,156816,113418443,07/11/2025,07/11/2023,,2114926,"-484,87","0,0","0,0"
67,2169,B1450,156816,113418443,07/11/2025,07/11/2023,,2308309,"-0,88","0,0","0,88"
68,2169,B1450,156816,113418443,07/11/2025,07/11/2023,,,"841,75","0,0","0,0"
69,2169,B1450,156816,P27J230067,06/11/2025,06/11/2023,,2114926,"-32,92","0,0","0,0"
70,2169,B1450,156816,P27J230067,06/11/2025,06/11/2023,,2308309,"-5,24","0,0","5,24"
71,2169,B1450,156816,P27J230067,06/11/2025,06/11/2023,,,"38,16","0,0","0,0"
72,2169,B1450,156816,P27J230068,07/11/2025,07/11/2023,,2114926,"-30,08","0,0","0,0"
73,2169,B1450,156816,P27J230068,07/11/2025,07/11/2023,,,"30,08","0,0","0,0"
74,2169,B1450,156816,P27J230073,07/11/2025,07/11/2023,,2114926,"-48,01","0,0","0,0"
75,2169,B1450,156816,P27J230073,07/11/2025,07/11/2023,,,"48,01","0,0","0,0"
76,2165,01000,157342,,,,,1868811,"-120,0","0,0","120,0"
77,2165,01000,157342,,,,,2363565,"-2640,0","0,0","2640,0"
78,2165,01000,157342,,,,,,"2760,0","0,0","0,0"
79,2165,01000,157353,,,,,2363565,"-3740,0","0,0","3740,0"
80,2165,01000,157353,,,,,,"3740,0","0,0","0,0"
81,2165,01000,157373,,,,,2363565,"-1200,0","0,0","1200,0"
82,2165,01000,157373,,,,,,"1200,0","0,0","0,0"
83,2165,01000,157404, S07MAA003,,07/03/2024,,1002038,"-2,0","0,0","0,0"
84,2165,01000,157404, S07MAA003,,07/03/2024,,1002466,"-2,0","0,0","0,0"
85,2165,01000,157404, S07MAA003,,07/03/2024,,2372688,"-10,0","0,0","10,0"
86,2165,01000,157404, S07MAA003,,07/03/2024,,,"14,0","0,0","0,0"
87,2165,01000,157404,S07MAA002,,07/03/2024,,1000748,"-3,0","0,0","0,0"
88,2165,01000,157404,S07MAA002,,07/03/2024,,1000892,"-3,0","0,0","0,0"
89,2165,01000,157404,S07MAA002,,07/03/2024,,1105976,"-2,0","0,0","0,0"
90,2165,01000,157404,S07MAA002,,07/03/2024,,2014945,"-1,0","0,0","0,0"
91,2165,01000,157404,S07MAA002,,07/03/2024,,2281127,"-13,0","0,0","0,0"
92,2165,01000,157404,S07MAA002,,07/03/2024,,2372688,"-98,0","0,0","98,0"
93,2165,01000,157404,S07MAA002,,07/03/2024,,,"120,0","0,0","0,0"
94,2165,01000,157446,0000816809,,11/03/2024,,2363565,"-260,0","0,0","260,0"
95,2165,01000,157446,0000816809,,11/03/2024,,,"260,0","0,0","0,0"
96,2165,01000,157446,0000817761,,16/03/2024,,1998448,"-2080,0","0,0","0,0"
97,2165,01000,157446,0000817761,,16/03/2024,,,"2080,0","0,0","0,0"
98,2165,01000,157446,0000818191,,20/03/2024,,1728999,"-920,0","0,0","0,0"
99,2165,01000,157446,0000818191,,20/03/2024,,2096223,"-4400,0","0,0","0,0"
100,2165,01000,157446,0000818191,,20/03/2024,,,"5320,0","0,0","0,0"
101,2165,01000,157446,0000818195,,20/03/2024,,2096223,"-940,0","0,0","0,0"
102,2165,01000,157446,0000818195,,20/03/2024,,,"940,0","0,0","0,0"
103,2165,01000,157446,0000819330,,26/03/2024,,2096223,"-40,0","0,0","0,0"
104,2165,01000,157446,0000819330,,26/03/2024,,,"40,0","0,0","0,0"
105,2165,01000,157446,0000821486,,09/04/2024,,2096223,"-2820,0","0,0","0,0"
106,2165,01000,157446,0000821486,,09/04/2024,,,"2820,0","0,0","0,0"
107,2165,01000,157447,0000818193,,20/03/2024,,1728999,"-40,0","0,0","0,0"
108,2165,01000,157447,0000818193,,20/03/2024,,2096223,"-720,0","0,0","0,0"
109,2165,01000,157447,0000818193,,20/03/2024,,,"760,0","0,0","0,0"
110,2165,01000,157463,0000817424,,14/03/2024,,1002466,"-300,0","0,0","0,0"
111,2165,01000,157463,0000817424,,14/03/2024,,1432804,"-600,0","0,0","0,0"
112,2165,01000,157463,0000817424,,14/03/2024,,1569061,"-280,0","0,0","0,0"
113,2165,01000,157463,0000817424,,14/03/2024,,1656517,"-860,0","0,0","0,0"
114,2165,01000,157463,0000817424,,14/03/2024,,1868811,"-360,0","0,0","360,0"
115,2165,01000,157463,0000817424,,14/03/2024,,,"2400,0","0,0","0,0"
116,2165,01000,157463,0000818192,,20/03/2024,,1728999,"-120,0","0,0","0,0"
117,2165,01000,157463,0000818192,,20/03/2024,,,"120,0","0,0","0,0"
118,2165,01000,157473,0000816810,,11/03/2024,,1002466,"-320,0","0,0","0,0"
119,2165,01000,157473,0000816810,,11/03/2024,,1728999,"-140,0","0,0","0,0"
120,2165,01000,157473,0000816810,,11/03/2024,,1868811,"-3500,0","0,0","3500,0"
121,2165,01000,157473,0000816810,,11/03/2024,,,"3960,0","0,0","0,0"
122,2165,B1260,155926,0004-22,29/04/2027,28/09/2023,,1003663,"-15,0","0,0","0,0"
123,2165,B1260,155926,0004-22,29/04/2027,28/09/2023,,,"15,0","0,0","0,0"
124,2165,B1260,155981,2306003,18/06/2025,05/09/2023,,1003663,"-620,0","0,0","0,0"
125,2165,B1260,155981,2306003,18/06/2025,05/09/2023,,1093828,"-1500,0","0,0","0,0"
126,2165,B1260,155981,2306003,18/06/2025,05/09/2023,,2340835,"-1560,0","0,0","0,0"
127,2165,B1260,155981,2306003,18/06/2025,05/09/2023,,,"3680,0","0,0","0,0"
128,2165,B1260,155984,00002-24,13/12/2025,28/03/2024,,,"5000,0","0,0","0,0"
129,2165,B1260,155984,0000775528,09/07/2024,26/06/2023,AJ. LOTE AUT. X F SICO,,"-1580,0","0,0","0,0"
130,2165,B1260,155984,0000775528,09/07/2024,26/06/2023,,,"1580,0","0,0","0,0"
131,2165,B1260,155984,00010-23,31/05/2026,30/11/2023,,,"6000,0","0,0","0,0"
132,2165,B1260,155984,00013-22,31/03/2024,10/11/2023,,1000892,"-1000,0","0,0","0,0"
133,2165,B1260,155984,00013-22,31/03/2024,10/11/2023,,1989505,"-100,0","0,0","0,0"
134,2165,B1260,155984,00013-22,31/03/2024,10/11/2023,,2326999,"-220,0","0,0","0,0"
135,2165,B1260,155984,00013-22,31/03/2024,10/11/2023,,,"1320,0","0,0","0,0"
136,2165,B1260,155984,00014-22,30/04/2025,20/07/2023,,1005154,"-240,0","0,0","0,0"
137,2165,B1260,155984,00014-22,30/04/2025,20/07/2023,,,"460,0","0,0","0,0"
138,2165,B1260,155984,00018-23,31/05/2026,28/11/2023,,,"1000,0","0,0","0,0"
139,2165,B1260,155984,00021-23,19/10/2025,15/01/2024,,,"3640,0","0,0","0,0"
140,2165,B1260,155984,00022-23,18/10/2025,15/01/2024,,,"1360,0","0,0","0,0"
141,2165,B1260,155984,00035-22,09/07/2024,18/07/2023,,1000892,"-740,0","0,0","0,0"
142,2165,B1260,155984,00035-22,09/07/2024,18/07/2023,,1427466,"-840,0","0,0","0,0"
143,2165,B1260,155984,00035-22,09/07/2024,18/07/2023,AJ. LOTE AUT. X F SICO,,"1580,0","0,0","0,0"
144,2165,B1260,155984,00042-22,31/07/2024,29/09/2023,,1000892,"-580,0","0,0","0,0"
145,2165,B1260,155984,00042-22,31/07/2024,29/09/2023,,1194965,"-100,0","0,0","0,0"
146,2165,B1260,155984,00042-22,31/07/2024,29/09/2023,,,"680,0","0,0","0,0"
147,2165,B1260,155984,00043-22,31/07/2025,28/11/2023,,1989505,"-100,0","0,0","0,0"
148,2165,B1260,155984,00043-22,31/07/2025,28/11/2023,BLOQUEIO ESTOQUE AVEC,,"-1720,0","1720,0","0,0"
149,2165,B1260,155984,00043-22,31/07/2025,28/11/2023,LIB LOTE NORMAL,,"1720,0","-1720,0","0,0"
150,2165,B1260,155984,00043-22,31/07/2025,28/11/2023,,,"1820,0","0,0","0,0"
151,2165,B1260,155984,00261-21,28/02/2024,20/07/2023,,1000892,"-600,0","0,0","0,0"
152,2165,B1260,155984,00261-21,28/02/2024,20/07/2023,,,"600,0","0,0","0,0"
153,2165,B1260,155984,0270-21,30/09/2024,04/10/2023,,1000892,"-80,0","0,0","0,0"
154,2165,B1260,155984,0270-21,30/09/2024,04/10/2023,,1005154,"-160,0","0,0","0,0"
155,2165,B1260,155984,0270-21,30/09/2024,04/10/2023,,1427466,"-160,0","0,0","0,0"
156,2165,B1260,155984,0270-21,30/09/2024,04/10/2023,,1564244,"-140,0","0,0","0,0"
157,2165,B1260,155984,0270-21,30/09/2024,04/10/2023,,,"540,0","0,0","0,0"
158,2165,B1260,155986,0000775416,29/04/2026,26/06/2023,AJ. LOTE AUT. X F SICO,,"-210,0","0,0","0,0"
159,2165,B1260,155986,0000775416,29/04/2026,26/06/2023,,,"210,0","0,0","0,0"
160,2165,B1260,155986,0000775417,30/03/2026,26/06/2023,AJ. LOTE AUT. X F SICO,,"-1250,0","0,0","0,0"
161,2165,B1260,155986,0000775417,30/03/2026,26/06/2023,,,"1250,0","0,0","0,0"
162,2165,B1260,155986,0000775418,30/03/2026,26/06/2023,AJ. LOTE AUT. X F SICO,,"-1070,0","0,0","0,0"
163,2165,B1260,155986,0000775418,30/03/2026,26/06/2023,,,"1070,0","0,0","0,0"
164,2165,B1260,155986,0000775419,29/06/2025,26/06/2023,AJ. LOTE AUT. X F SICO,,"-10,0","0,0","0,0"
165,2165,B1260,155986,0000775419,29/06/2025,26/06/2023,,,"10,0","0,0","0,0"
166,2165,B1260,155986,2990422,29/04/2026,18/07/2023,,1004013,"-210,0","0,0","0,0"
167,2165,B1260,155986,2990422,29/04/2026,18/07/2023,AJ. LOTE AUT. X F SICO,,"210,0","0,0","0,0"
168,2165,B1260,155986,3220222,27/02/2026,20/07/2023,,1004013,"-130,0","0,0","0,0"
169,2165,B1260,155986,3220222,27/02/2026,20/07/2023,,1472444,"-100,0","0,0","0,0"
170,2165,B1260,155986,3220222,27/02/2026,20/07/2023,,1567689,"-1000,0","0,0","0,0"
171,2165,B1260,155986,3220222,27/02/2026,20/07/2023,,1983993,"-100,0","0,0","0,0"
172,2165,B1260,155986,3220222,27/02/2026,20/07/2023,,,"1460,0","0,0","0,0"
173,2165,B1260,155986,6490322,30/03/2026,18/07/2023,AJ. LOTE AUT. X F SICO,,"2320,0","0,0","0,0"
174,2165,B1260,155986,6710621,29/06/2025,18/07/2023,,1004013,"-10,0","0,0","0,0"
175,2165,B1260,155986,6710621,29/06/2025,18/07/2023,AJ. LOTE AUT. X F SICO,,"10,0","0,0","0,0"
176,2165,B1260,155987,0000761436,30/12/2024,29/03/2023,,1000748,"-13005,0","0,0","0,0"
177,2165,B1260,155987,0000761436,30/12/2024,29/03/2023,,1437516,"-1800,0","0,0","0,0"
178,2165,B1260,155987,0000761436,30/12/2024,29/03/2023,AJ. LOTE AUT. X F SICO,,"-3000,0","0,0","0,0"
179,2165,B1260,155987,0000761436,30/12/2024,29/03/2023,,,"17805,0","0,0","0,0"
180,2165,B1260,155987,0000761437,30/12/2024,29/03/2023,AJ. LOTE AUT. X F SICO,,"-19200,0","0,0","0,0"
181,2165,B1260,155987,0000761437,30/12/2024,29/03/2023,,,"19200,0","0,0","0,0"
182,2165,B1260,155987,0000761438,30/12/2024,29/03/2023,,1000748,"-19995,0","0,0","0,0"
183,2165,B1260,155987,0000761438,30/12/2024,29/03/2023,AJ. LOTE AUT. X F SICO,,"-8805,0","0,0","0,0"
184,2165,B1260,155987,0000761438,30/12/2024,29/03/2023,,,"28800,0","0,0","0,0"
185,2165,B1260,155987,0000761439,29/12/2024,29/03/2023,AJ. LOTE AUT. X F SICO,,"-270,0","0,0","0,0"
186,2165,B1260,155987,0000761439,29/12/2024,29/03/2023,,,"270,0","0,0","0,0"
187,2165,B1260,155987,0000761440,31/12/2023,29/03/2023,AJ. LOTE AUT. X F SICO,,"-1380,0","0,0","0,0"
188,2165,B1260,155987,0000761440,31/12/2023,29/03/2023,LIB. P. AJ. DE LOTE FISIC,,"1380,0","-1380,0","0,0"
189,2165,B1260,155987,0000761440,31/12/2023,29/03/2023,,,"0,0","1380,0","0,0"
190,2165,B1260,155987,0029-24,31/07/2026,18/03/2024,,1565185,"-510,0","0,0","0,0"
191,2165,B1260,155987,0029-24,31/07/2026,18/03/2024,,1817888,"-780,0","0,0","0,0"
192,2165,B1260,155987,0029-24,31/07/2026,18/03/2024,,2061700,"-10050,0","0,0","0,0"
193,2165,B1260,155987,0029-24,31/07/2026,18/03/2024,BA-008 AVARIA NOS SACOS,,"-60,0","60,0","0,0"
194,2165,B1260,155987,0029-24,31/07/2026,18/03/2024,,,"11400,0","0,0","0,0"
195,2165,B1260,155987,0030-24,31/07/2026,18/03/2024,,1000748,"-6510,0","0,0","0,0"
196,2165,B1260,155987,0030-24,31/07/2026,18/03/2024,,1000800,"-4500,0","0,0","0,0"
197,2165,B1260,155987,0030-24,31/07/2026,18/03/2024,,1817888,"-5910,0","0,0","0,0"
198,2165,B1260,155987,0030-24,31/07/2026,18/03/2024,,1966962,"-16680,0","0,0","0,0"
199,2165,B1260,155987,0030-24,31/07/2026,18/03/2024,,,"33600,0","0,0","0,0"
200,2165,B1260,155987,0038-23,29/06/2025,31/07/2023,,1193606,"-15,0","0,0","0,0"
201,2165,B1260,155987,0038-23,29/06/2025,31/07/2023,,,"15,0","0,0","0,0"
202,2165,B1260,155987,0061-23,30/05/2025,31/07/2023,,1639767,"-585,0","0,0","0,0"
203,2165,B1260,155987,0061-23,30/05/2025,31/07/2023,,,"585,0","0,0","0,0"
204,2165,B1260,155987,0062-23,29/06/2025,31/07/2023,,1001892,"-2400,0","0,0","0,0"
205,2165,B1260,155987,0062-23,29/06/2025,31/07/2023,,,"2400,0","0,0","0,0"
206,2165,B1260,155987,0117-23,30/08/2025,25/10/2023,,1000915,"-1335,0","0,0","0,0"
207,2165,B1260,155987,0117-23,30/08/2025,25/10/2023,,1569609,"-6870,0","0,0","0,0"
208,2165,B1260,155987,0117-23,30/08/2025,25/10/2023,,1639767,"-570,0","0,0","0,0"
209,2165,B1260,155987,0117-23,30/08/2025,25/10/2023,,1681896,"-2880,0","0,0","0,0"
210,2165,B1260,155987,0117-23,30/08/2025,25/10/2023,,1998448,"-1140,0","0,0","0,0"
211,2165,B1260,155987,0117-23,30/08/2025,25/10/2023,,2014945,"-3975,0","0,0","0,0"
212,2165,B1260,155987,0117-23,30/08/2025,25/10/2023,,,"16770,0","0,0","0,0"
213,2165,B1260,155987,0153-23,30/07/2025,19/09/2023,,1444449,"-13440,0","0,0","0,0"
214,2165,B1260,155987,0153-23,30/07/2025,19/09/2023,,1472444,"-420,0","0,0","0,0"
215,2165,B1260,155987,0153-23,30/07/2025,19/09/2023,,1555755,"-15,0","0,0","0,0"
216,2165,B1260,155987,0153-23,30/07/2025,19/09/2023,,1639767,"-2175,0","0,0","0,0"
217,2165,B1260,155987,0153-23,30/07/2025,19/09/2023,,1964572,"-3480,0","0,0","0,0"
218,2165,B1260,155987,0153-23,30/07/2025,19/09/2023,,1966962,"-2790,0","0,0","0,0"
219,2165,B1260,155987,0153-23,30/07/2025,19/09/2023,,1998448,"-1680,0","0,0","0,0"
220,2165,B1260,155987,0153-23,30/07/2025,19/09/2023,,,"24000,0","0,0","0,0"
221,2165,B1260,155987,0160-23,30/07/2025,19/09/2023,,1002038,"-18435,0","0,0","0,0"
222,2165,B1260,155987,0160-23,30/07/2025,19/09/2023,,1444449,"-555,0","0,0","0,0"
223,2165,B1260,155987,0160-23,30/07/2025,19/09/2023,,2292211,"-5010,0","0,0","0,0"
224,2165,B1260,155987,0160-23,30/07/2025,19/09/2023,,,"24000,0","0,0","0,0"
225,2165,B1260,155987,0171-23,30/07/2025,26/09/2023,,1002038,"-10800,0","0,0","0,0"
226,2165,B1260,155987,0171-23,30/07/2025,26/09/2023,,,"10800,0","0,0","0,0"
227,2165,B1260,155987,0172-23,30/07/2025,26/09/2023,,1002038,"-12630,0","0,0","0,0"
228,2165,B1260,155987,0172-23,30/07/2025,26/09/2023,,,"12630,0","0,0","0,0"
229,2165,B1260,155987,0181-23,30/07/2025,19/09/2023,,1002038,"-18135,0","0,0","0,0"
230,2165,B1260,155987,0181-23,30/07/2025,19/09/2023,,1193606,"-5265,0","0,0","0,0"
231,2165,B1260,155987,0181-23,30/07/2025,19/09/2023,,1471013,"-600,0","0,0","0,0"
232,2165,B1260,155987,0181-23,30/07/2025,19/09/2023,,,"24000,0","0,0","0,0"
233,2165,B1260,155987,0183-23,30/07/2025,26/09/2023,,1193606,"-6000,0","0,0","0,0"
234,2165,B1260,155987,0183-23,30/07/2025,26/09/2023,,,"6000,0","0,0","0,0"
235,2165,B1260,155987,0225-23,30/07/2025,19/09/2023,,1193606,"-15810,0","0,0","0,0"
236,2165,B1260,155987,0225-23,30/07/2025,19/09/2023,,1966962,"-8190,0","0,0","0,0"
237,2165,B1260,155987,0225-23,30/07/2025,19/09/2023,,,"24000,0","0,0","0,0"
238,2165,B1260,155987,0228-23,30/07/2025,19/09/2023,,1000915,"-1545,0","0,0","0,0"
239,2165,B1260,155987,0228-23,30/07/2025,19/09/2023,,1002716,"-1830,0","0,0","0,0"
240,2165,B1260,155987,0228-23,30/07/2025,19/09/2023,,1179189,"-2445,0","0,0","0,0"
241,2165,B1260,155987,0228-23,30/07/2025,19/09/2023,,1569061,"-1725,0","0,0","0,0"
242,2165,B1260,155987,0228-23,30/07/2025,19/09/2023,,1569819,"-4950,0","0,0","0,0"
243,2165,B1260,155987,0228-23,30/07/2025,19/09/2023,,1797903,"-2610,0","0,0","0,0"
244,2165,B1260,155987,0228-23,30/07/2025,19/09/2023,,1966962,"-5325,0","0,0","0,0"
245,2165,B1260,155987,0228-23,30/07/2025,19/09/2023,,1998448,"-3570,0","0,0","0,0"
246,2165,B1260,155987,0228-23,30/07/2025,19/09/2023,,,"24000,0","0,0","0,0"
247,2165,B1260,155987,0242-22,30/12/2024,18/07/2023,,1564244,"-2805,0","0,0","0,0"
248,2165,B1260,155987,0242-22,30/12/2024,18/07/2023,,1964572,"-195,0","0,0","0,0"
249,2165,B1260,155987,0242-22,30/12/2024,18/07/2023,AJ. LOTE AUT. X F SICO,,"3000,0","0,0","0,0"
250,2165,B1260,155987,0253-22,30/12/2024,18/07/2023,,1564244,"-19200,0","0,0","0,0"
251,2165,B1260,155987,0253-22,30/12/2024,18/07/2023,AJ. LOTE AUT. X F SICO,,"19200,0","0,0","0,0"
252,2165,B1260,155987,0254-22,30/12/2024,18/07/2023,,1001892,"-8370,0","0,0","0,0"
253,2165,B1260,155987,0254-22,30/12/2024,18/07/2023,,1964572,"-435,0","0,0","0,0"
254,2165,B1260,155987,0254-22,30/12/2024,18/07/2023,AJ. LOTE AUT. X F SICO,,"8805,0","0,0","0,0"
255,2165,B1260,155987,0255-22,29/12/2024,18/07/2023,,1964572,"-270,0","0,0","0,0"
256,2165,B1260,155987,0255-22,29/12/2024,18/07/2023,AJ. LOTE AUT. X F SICO,,"270,0","0,0","0,0"
257,2165,B1260,155987,0339-23,29/09/2025,27/11/2023,,1000915,"-1995,0","0,0","0,0"
258,2165,B1260,155987,0339-23,29/09/2025,27/11/2023,,1003663,"-1545,0","0,0","0,0"
259,2165,B1260,155987,0339-23,29/09/2025,27/11/2023,,1998448,"-465,0","0,0","0,0"
260,2165,B1260,155987,0339-23,29/09/2025,27/11/2023,,2342929,"-3195,0","0,0","0,0"
261,2165,B1260,155987,0339-23,29/09/2025,27/11/2023,,,"7200,0","0,0","0,0"
262,2165,B1260,155987,0361-23,29/09/2025,23/11/2023,,2342929,"-1200,0","0,0","0,0"
263,2165,B1260,155987,0361-23,29/09/2025,23/11/2023,,,"1200,0","0,0","0,0"
264,2165,B1260,155987,0467-23,30/10/2025,12/12/2023,,1555755,"-4200,0","0,0","0,0"
265,2165,B1260,155987,0467-23,30/10/2025,12/12/2023,,,"4200,0","0,0","0,0"
266,2165,B1260,155987,0471-23,30/10/2025,12/12/2023,,1003663,"-1500,0","0,0","0,0"
267,2165,B1260,155987,0471-23,30/10/2025,12/12/2023,,1555755,"-7650,0","0,0","0,0"
268,2165,B1260,155987,0471-23,30/10/2025,12/12/2023,,1569609,"-2490,0","0,0","0,0"
269,2165,B1260,155987,0471-23,30/10/2025,12/12/2023,,1569819,"-4950,0","0,0","0,0"
270,2165,B1260,155987,0471-23,30/10/2025,12/12/2023,,2014945,"-1290,0","0,0","0,0"
271,2165,B1260,155987,0471-23,30/10/2025,12/12/2023,,2342929,"-6105,0","0,0","0,0"
272,2165,B1260,155987,0471-23,30/10/2025,12/12/2023,,,"23985,0","0,0","0,0"
273,2165,B1260,155987,0475-23,30/10/2025,12/12/2023,,1000800,"-9990,0","0,0","0,0"
274,2165,B1260,155987,0475-23,30/10/2025,12/12/2023,,1429299,"-2850,0","0,0","0,0"
275,2165,B1260,155987,0475-23,30/10/2025,12/12/2023,,2014945,"-960,0","0,0","0,0"
276,2165,B1260,155987,0475-23,30/10/2025,12/12/2023,,,"13800,0","0,0","0,0"
277,2165,B1260,155987,0476-23,30/10/2025,12/12/2023,,1000915,"-7995,0","0,0","0,0"
278,2165,B1260,155987,0476-23,30/10/2025,12/12/2023,,1002716,"-840,0","0,0","0,0"
